timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/22 14:19:23.699, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 184.09 W
2026/09/22 14:19:23.949, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 183.42 W
2026/09/22 14:19:24.199, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 183.88 W
2026/09/22 14:19:24.449, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 184.81 W
2026/09/22 14:19:24.699, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 186.73 W
2026/09/22 14:19:24.950, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 187.36 W
2026/09/22 14:19:25.200, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 183.45 W
2026/09/22 14:19:25.450, 0, 74 %, 3 %, 4811 MiB, 143771 MiB, 180.97 W
2026/09/22 14:19:25.700, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 179.44 W
2026/09/22 14:19:25.950, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 178.67 W
2026/09/22 14:19:26.200, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 182.63 W
2026/09/22 14:19:26.450, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 187.12 W
2026/09/22 14:19:26.700, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 188.22 W
2026/09/22 14:19:26.951, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 190.70 W
2026/09/22 14:19:27.201, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 189.87 W
2026/09/22 14:19:27.451, 0, 96 %, 4 %, 5379 MiB, 143771 MiB, 187.96 W
2026/09/22 14:19:27.701, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 188.37 W
2026/09/22 14:19:27.951, 0, 98 %, 4 %, 5379 MiB, 143771 MiB, 187.17 W
2026/09/22 14:19:28.201, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 186.47 W
2026/09/22 14:19:28.451, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 188.36 W
2026/09/22 14:19:28.701, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 187.32 W
2026/09/22 14:19:28.951, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 187.06 W
2026/09/22 14:19:29.202, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 187.88 W
2026/09/22 14:19:29.452, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 187.08 W
2026/09/22 14:19:29.702, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 187.38 W
2026/09/22 14:19:29.952, 0, 98 %, 4 %, 4811 MiB, 143771 MiB, 188.81 W
2026/09/22 14:19:30.202, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 188.08 W
2026/09/22 14:19:30.452, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 189.10 W
2026/09/22 14:19:30.702, 0, 97 %, 4 %, 4811 MiB, 143771 MiB, 188.61 W
2026/09/22 14:19:30.952, 0, 97 %, 5 %, 4811 MiB, 143771 MiB, 181.52 W
2026/09/22 14:19:31.203, 0, 95 %, 4 %, 4811 MiB, 143771 MiB, 181.82 W
2026/09/22 14:19:31.453, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 182.05 W
2026/09/22 14:19:31.703, 0, 97 %, 4 %, 4943 MiB, 143771 MiB, 182.78 W
2026/09/22 14:19:31.953, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.90 W
2026/09/22 14:19:32.203, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.20 W
2026/09/22 14:19:32.453, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.70 W
2026/09/22 14:19:32.703, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.79 W
2026/09/22 14:19:32.953, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.84 W
2026/09/22 14:19:33.204, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.58 W
2026/09/22 14:19:33.454, 0, 97 %, 4 %, 4943 MiB, 143771 MiB, 188.31 W
2026/09/22 14:19:33.704, 0, 97 %, 4 %, 4943 MiB, 143771 MiB, 188.29 W
2026/09/22 14:19:33.954, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.40 W
2026/09/22 14:19:34.204, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.50 W
2026/09/22 14:19:34.454, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.69 W
2026/09/22 14:19:34.704, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.04 W
2026/09/22 14:19:34.954, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.47 W
2026/09/22 14:19:35.205, 0, 97 %, 4 %, 4943 MiB, 143771 MiB, 187.76 W
2026/09/22 14:19:35.455, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 187.40 W
2026/09/22 14:19:35.705, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 187.73 W
