timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/22 13:45:30.132, 0, 2 %, 0 %, 2563 MiB, 143771 MiB, 120.72 W
2026/09/22 13:45:30.383, 0, 10 %, 0 %, 4501 MiB, 143771 MiB, 122.02 W
2026/09/22 13:45:30.635, 0, 7 %, 0 %, 2739 MiB, 143771 MiB, 121.06 W
2026/09/22 13:45:30.885, 0, 30 %, 1 %, 2933 MiB, 143771 MiB, 122.17 W
2026/09/22 13:45:31.135, 0, 17 %, 0 %, 2933 MiB, 143771 MiB, 122.64 W
2026/09/22 13:45:31.385, 0, 19 %, 0 %, 3145 MiB, 143771 MiB, 122.38 W
2026/09/22 13:45:31.636, 0, 1 %, 0 %, 3145 MiB, 143771 MiB, 122.25 W
2026/09/22 13:45:31.932, 0, 33 %, 1 %, 3381 MiB, 143771 MiB, 122.94 W
2026/09/22 13:45:32.183, 0, 24 %, 1 %, 3381 MiB, 143771 MiB, 123.03 W
2026/09/22 13:45:32.438, 0, 33 %, 1 %, 6217 MiB, 143771 MiB, 123.51 W
2026/09/22 13:45:32.731, 0, 27 %, 0 %, 3637 MiB, 143771 MiB, 123.74 W
2026/09/22 13:45:32.982, 0, 3 %, 0 %, 3639 MiB, 143771 MiB, 121.96 W
2026/09/22 13:45:33.245, 0, 0 %, 0 %, 3797 MiB, 143771 MiB, 121.76 W
2026/09/22 13:45:33.497, 0, 1 %, 0 %, 3905 MiB, 143771 MiB, 119.89 W
2026/09/22 13:45:33.747, 0, 32 %, 1 %, 4117 MiB, 143771 MiB, 119.88 W
2026/09/22 13:45:33.998, 0, 0 %, 0 %, 4117 MiB, 143771 MiB, 119.68 W
2026/09/22 13:45:34.248, 0, 37 %, 2 %, 5107 MiB, 143771 MiB, 122.47 W
2026/09/22 13:45:34.499, 0, 41 %, 2 %, 4243 MiB, 143771 MiB, 126.34 W
2026/09/22 13:45:34.750, 0, 79 %, 3 %, 5379 MiB, 143771 MiB, 141.01 W
2026/09/22 13:45:35.088, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 144.18 W
2026/09/22 13:45:35.344, 0, 23 %, 1 %, 5379 MiB, 143771 MiB, 143.25 W
2026/09/22 13:45:35.602, 0, 4 %, 0 %, 5379 MiB, 143771 MiB, 138.22 W
2026/09/22 13:45:35.858, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 128.44 W
2026/09/22 13:45:36.114, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 125.22 W
2026/09/22 13:45:36.369, 0, 54 %, 2 %, 4811 MiB, 143771 MiB, 135.80 W
2026/09/22 13:45:36.619, 0, 98 %, 4 %, 4811 MiB, 143771 MiB, 148.23 W
2026/09/22 13:45:36.869, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 163.23 W
2026/09/22 13:45:37.119, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 175.94 W
2026/09/22 13:45:37.369, 0, 88 %, 4 %, 4811 MiB, 143771 MiB, 173.55 W
2026/09/22 13:45:37.620, 0, 34 %, 1 %, 4811 MiB, 143771 MiB, 170.06 W
2026/09/22 13:45:37.870, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 157.21 W
2026/09/22 13:45:38.121, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 147.84 W
2026/09/22 13:45:38.372, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 137.28 W
2026/09/22 13:45:38.625, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 130.88 W
2026/09/22 13:45:38.884, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 126.54 W
2026/09/22 13:45:39.135, 0, 57 %, 3 %, 4811 MiB, 143771 MiB, 131.92 W
2026/09/22 13:45:39.385, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 152.83 W
2026/09/22 13:45:39.635, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 162.21 W
2026/09/22 13:45:39.885, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 180.90 W
2026/09/22 13:45:40.135, 0, 84 %, 4 %, 5379 MiB, 143771 MiB, 175.23 W
2026/09/22 13:45:40.413, 0, 33 %, 1 %, 4811 MiB, 143771 MiB, 172.96 W
2026/09/22 13:45:40.664, 0, 94 %, 4 %, 5379 MiB, 143771 MiB, 163.58 W
2026/09/22 13:45:40.927, 0, 26 %, 1 %, 5379 MiB, 143771 MiB, 151.13 W
2026/09/22 13:45:41.196, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 143.68 W
2026/09/22 13:45:41.505, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 128.03 W
2026/09/22 13:45:41.757, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 127.17 W
2026/09/22 13:45:42.012, 0, 6 %, 0 %, 4811 MiB, 143771 MiB, 133.05 W
2026/09/22 13:45:42.262, 0, 76 %, 3 %, 4811 MiB, 143771 MiB, 146.13 W
2026/09/22 13:45:42.513, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 165.76 W
2026/09/22 13:45:42.763, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 174.54 W
2026/09/22 13:45:43.013, 0, 57 %, 3 %, 5379 MiB, 143771 MiB, 176.94 W
2026/09/22 13:45:43.341, 0, 67 %, 3 %, 5379 MiB, 143771 MiB, 174.85 W
2026/09/22 13:45:43.595, 0, 53 %, 2 %, 5379 MiB, 143771 MiB, 161.44 W
2026/09/22 13:45:43.851, 0, 14 %, 1 %, 5379 MiB, 143771 MiB, 151.26 W
2026/09/22 13:45:44.101, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 138.66 W
2026/09/22 13:45:44.352, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 127.35 W
2026/09/22 13:45:44.603, 0, 27 %, 1 %, 5379 MiB, 143771 MiB, 127.98 W
2026/09/22 13:45:44.853, 0, 24 %, 1 %, 5379 MiB, 143771 MiB, 134.51 W
2026/09/22 13:45:45.104, 0, 92 %, 4 %, 4811 MiB, 143771 MiB, 146.90 W
2026/09/22 13:45:45.355, 0, 79 %, 3 %, 4811 MiB, 143771 MiB, 160.19 W
2026/09/22 13:45:45.605, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 175.85 W
2026/09/22 13:45:45.855, 0, 99 %, 5 %, 5379 MiB, 143771 MiB, 172.12 W
2026/09/22 13:45:46.132, 0, 65 %, 3 %, 4811 MiB, 143771 MiB, 174.98 W
2026/09/22 13:45:46.383, 0, 96 %, 4 %, 5379 MiB, 143771 MiB, 169.45 W
2026/09/22 13:45:46.654, 0, 53 %, 2 %, 5379 MiB, 143771 MiB, 155.58 W
2026/09/22 13:45:46.923, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 145.05 W
2026/09/22 13:45:47.234, 0, 0 %, 0 %, 4811 MiB, 143771 MiB, 126.39 W
2026/09/22 13:45:47.488, 0, 0 %, 0 %, 5379 MiB, 143771 MiB, 122.86 W
2026/09/22 13:45:47.740, 0, 0 %, 0 %, 4811 MiB, 143771 MiB, 126.15 W
2026/09/22 13:45:47.991, 0, 65 %, 3 %, 4811 MiB, 143771 MiB, 137.71 W
2026/09/22 13:45:48.241, 0, 95 %, 4 %, 4811 MiB, 143771 MiB, 157.32 W
2026/09/22 13:45:48.491, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 167.37 W
2026/09/22 13:45:48.742, 0, 99 %, 5 %, 5379 MiB, 143771 MiB, 184.15 W
2026/09/22 13:45:48.992, 0, 78 %, 3 %, 4811 MiB, 143771 MiB, 176.64 W
2026/09/22 13:45:49.242, 0, 43 %, 2 %, 4811 MiB, 143771 MiB, 175.60 W
2026/09/22 13:45:49.492, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 176.54 W
2026/09/22 13:45:49.742, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 178.08 W
2026/09/22 13:45:49.992, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 186.83 W
2026/09/22 13:45:50.242, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.25 W
2026/09/22 13:45:50.492, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.38 W
2026/09/22 13:45:50.743, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 188.35 W
2026/09/22 13:45:50.993, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 187.78 W
2026/09/22 13:45:51.243, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 188.69 W
2026/09/22 13:45:51.493, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 187.90 W
2026/09/22 13:45:51.743, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.16 W
2026/09/22 13:45:51.993, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.18 W
2026/09/22 13:45:52.243, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 183.31 W
2026/09/22 13:45:52.494, 0, 89 %, 4 %, 4811 MiB, 143771 MiB, 181.70 W
2026/09/22 13:45:52.744, 0, 86 %, 3 %, 4811 MiB, 143771 MiB, 181.32 W
2026/09/22 13:45:52.994, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 181.36 W
2026/09/22 13:45:53.244, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 181.33 W
2026/09/22 13:45:53.494, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 188.87 W
2026/09/22 13:45:53.744, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.01 W
2026/09/22 13:45:53.994, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 188.05 W
2026/09/22 13:45:54.244, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.64 W
2026/09/22 13:45:54.495, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 188.54 W
2026/09/22 13:45:54.745, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.11 W
2026/09/22 13:45:54.995, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 189.15 W
2026/09/22 13:45:55.245, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 188.46 W
2026/09/22 13:45:55.495, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.68 W
2026/09/22 13:45:55.745, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 189.13 W
2026/09/22 13:45:55.995, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.76 W
2026/09/22 13:45:56.245, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.13 W
2026/09/22 13:45:56.496, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.17 W
2026/09/22 13:45:56.746, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.73 W
2026/09/22 13:45:56.996, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.80 W
2026/09/22 13:45:57.246, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.10 W
2026/09/22 13:45:57.496, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.30 W
2026/09/22 13:45:57.746, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 188.29 W
2026/09/22 13:45:57.996, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 183.36 W
2026/09/22 13:45:58.246, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 184.16 W
2026/09/22 13:45:58.497, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 184.12 W
2026/09/22 13:45:58.747, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 186.06 W
2026/09/22 13:45:58.997, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.14 W
2026/09/22 13:45:59.247, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.60 W
2026/09/22 13:45:59.497, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.60 W
2026/09/22 13:45:59.747, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.78 W
2026/09/22 13:45:59.997, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 189.65 W
2026/09/22 13:46:00.248, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.48 W
2026/09/22 13:46:00.498, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.00 W
2026/09/22 13:46:00.748, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 191.17 W
2026/09/22 13:46:00.998, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.23 W
2026/09/22 13:46:01.248, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.50 W
2026/09/22 13:46:01.498, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.85 W
2026/09/22 13:46:01.748, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.02 W
2026/09/22 13:46:01.998, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.90 W
2026/09/22 13:46:02.249, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.30 W
2026/09/22 13:46:02.499, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.49 W
2026/09/22 13:46:02.749, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.85 W
2026/09/22 13:46:02.999, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 191.93 W
2026/09/22 13:46:03.249, 0, 85 %, 3 %, 4811 MiB, 143771 MiB, 185.24 W
2026/09/22 13:46:03.499, 0, 91 %, 4 %, 4811 MiB, 143771 MiB, 184.09 W
2026/09/22 13:46:03.749, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 183.57 W
2026/09/22 13:46:03.999, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 182.75 W
2026/09/22 13:46:04.250, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 189.75 W
2026/09/22 13:46:04.500, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.84 W
2026/09/22 13:46:04.750, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.23 W
2026/09/22 13:46:05.000, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.49 W
2026/09/22 13:46:05.250, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 191.70 W
2026/09/22 13:46:05.500, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.26 W
2026/09/22 13:46:05.750, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.71 W
2026/09/22 13:46:06.001, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.65 W
2026/09/22 13:46:06.251, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.59 W
2026/09/22 13:46:06.501, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.77 W
2026/09/22 13:46:06.751, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.83 W
2026/09/22 13:46:07.001, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.74 W
2026/09/22 13:46:07.251, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.66 W
2026/09/22 13:46:07.501, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.52 W
2026/09/22 13:46:07.751, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 192.26 W
2026/09/22 13:46:08.002, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 191.48 W
2026/09/22 13:46:08.252, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 190.88 W
2026/09/22 13:46:08.502, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 190.76 W
2026/09/22 13:46:08.752, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 186.38 W
2026/09/22 13:46:09.002, 0, 77 %, 3 %, 4811 MiB, 143771 MiB, 182.71 W
2026/09/22 13:46:09.252, 0, 99 %, 5 %, 4811 MiB, 143771 MiB, 183.12 W
2026/09/22 13:46:09.502, 0, 99 %, 4 %, 4811 MiB, 143771 MiB, 183.70 W
2026/09/22 13:46:09.753, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 187.82 W
2026/09/22 13:46:10.003, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.90 W
2026/09/22 13:46:10.253, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.97 W
2026/09/22 13:46:10.503, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.76 W
2026/09/22 13:46:10.753, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.14 W
2026/09/22 13:46:11.003, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.36 W
2026/09/22 13:46:11.253, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 191.78 W
2026/09/22 13:46:11.503, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.80 W
2026/09/22 13:46:11.754, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.33 W
2026/09/22 13:46:12.004, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 192.31 W
2026/09/22 13:46:12.254, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.42 W
2026/09/22 13:46:12.504, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.82 W
2026/09/22 13:46:12.754, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 192.91 W
2026/09/22 13:46:13.004, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.76 W
2026/09/22 13:46:13.254, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.73 W
2026/09/22 13:46:13.504, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.96 W
2026/09/22 13:46:13.755, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.93 W
2026/09/22 13:46:14.005, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.95 W
2026/09/22 13:46:14.255, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 185.04 W
2026/09/22 13:46:14.505, 0, 77 %, 3 %, 4955 MiB, 143771 MiB, 185.70 W
2026/09/22 13:46:14.755, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 185.44 W
2026/09/22 13:46:15.005, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 186.17 W
2026/09/22 13:46:15.255, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.49 W
2026/09/22 13:46:15.505, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.26 W
2026/09/22 13:46:15.756, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 193.68 W
2026/09/22 13:46:16.006, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.93 W
2026/09/22 13:46:16.256, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.66 W
2026/09/22 13:46:16.506, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.20 W
2026/09/22 13:46:16.756, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.04 W
2026/09/22 13:46:17.006, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.87 W
2026/09/22 13:46:17.256, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.07 W
2026/09/22 13:46:17.506, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 193.15 W
2026/09/22 13:46:17.757, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.07 W
2026/09/22 13:46:18.007, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 194.45 W
2026/09/22 13:46:18.257, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 194.02 W
2026/09/22 13:46:18.507, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.55 W
2026/09/22 13:46:18.757, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.17 W
2026/09/22 13:46:19.007, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.51 W
2026/09/22 13:46:19.257, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 193.42 W
2026/09/22 13:46:19.507, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.79 W
2026/09/22 13:46:19.758, 0, 78 %, 3 %, 4955 MiB, 143771 MiB, 185.01 W
2026/09/22 13:46:20.008, 0, 98 %, 5 %, 4955 MiB, 143771 MiB, 185.14 W
2026/09/22 13:46:20.258, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 183.97 W
2026/09/22 13:46:20.508, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 185.18 W
2026/09/22 13:46:20.758, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.23 W
2026/09/22 13:46:21.008, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.10 W
2026/09/22 13:46:21.258, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.56 W
2026/09/22 13:46:21.508, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.32 W
2026/09/22 13:46:21.759, 0, 99 %, 4 %, 5667 MiB, 143771 MiB, 192.68 W
2026/09/22 13:46:22.009, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.77 W
2026/09/22 13:46:22.259, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.37 W
2026/09/22 13:46:22.509, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.36 W
2026/09/22 13:46:22.759, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.25 W
2026/09/22 13:46:23.009, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 192.49 W
2026/09/22 13:46:23.259, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.48 W
2026/09/22 13:46:23.510, 0, 99 %, 5 %, 5667 MiB, 143771 MiB, 192.67 W
2026/09/22 13:46:23.760, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.11 W
2026/09/22 13:46:24.010, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 191.97 W
2026/09/22 13:46:24.260, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.14 W
2026/09/22 13:46:24.510, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 190.98 W
2026/09/22 13:46:24.760, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 191.73 W
2026/09/22 13:46:25.010, 0, 80 %, 3 %, 4955 MiB, 143771 MiB, 187.67 W
2026/09/22 13:46:25.260, 0, 94 %, 4 %, 4955 MiB, 143771 MiB, 185.72 W
2026/09/22 13:46:25.511, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 185.67 W
2026/09/22 13:46:25.761, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 185.47 W
2026/09/22 13:46:26.011, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 189.03 W
2026/09/22 13:46:26.261, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.60 W
2026/09/22 13:46:26.511, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 193.09 W
2026/09/22 13:46:26.761, 0, 99 %, 4 %, 4955 MiB, 143771 MiB, 193.02 W
2026/09/22 13:46:27.011, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.45 W
2026/09/22 13:46:27.262, 0, 99 %, 5 %, 4955 MiB, 143771 MiB, 192.40 W
