timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/24 14:49:57.901, 0, 0 %, 0 %, 116 MiB, 78.24 W
2026/09/24 14:49:57.901, 1, 0 %, 0 %, 116 MiB, 76.78 W
2026/09/24 14:49:58.901, 0, 0 %, 0 %, 120 MiB, 78.42 W
2026/09/24 14:49:58.902, 1, 0 %, 0 %, 120 MiB, 76.80 W
2026/09/24 14:49:59.902, 0, 0 %, 0 %, 120 MiB, 78.20 W
2026/09/24 14:49:59.902, 1, 0 %, 0 %, 120 MiB, 76.67 W
2026/09/24 14:50:00.902, 0, 0 %, 0 %, 671 MiB, 109.30 W
2026/09/24 14:50:00.902, 1, 0 %, 0 %, 671 MiB, 108.54 W
2026/09/24 14:50:01.902, 0, 30 %, 1 %, 1471 MiB, 121.39 W
2026/09/24 14:50:01.902, 1, 32 %, 1 %, 1471 MiB, 117.43 W
2026/09/24 14:50:02.902, 0, 32 %, 0 %, 2101 MiB, 122.20 W
2026/09/24 14:50:02.902, 1, 40 %, 1 %, 2101 MiB, 118.42 W
2026/09/24 14:50:03.902, 0, 23 %, 1 %, 1797 MiB, 122.12 W
2026/09/24 14:50:03.902, 1, 32 %, 1 %, 1797 MiB, 118.75 W
2026/09/24 14:50:04.903, 0, 35 %, 1 %, 2127 MiB, 122.41 W
2026/09/24 14:50:04.903, 1, 23 %, 1 %, 2127 MiB, 118.36 W
2026/09/24 14:50:05.903, 0, 8 %, 0 %, 2405 MiB, 121.70 W
2026/09/24 14:50:05.903, 1, 43 %, 0 %, 4167 MiB, 117.70 W
2026/09/24 14:50:06.903, 0, 11 %, 0 %, 2741 MiB, 121.94 W
2026/09/24 14:50:06.903, 1, 50 %, 0 %, 2741 MiB, 118.80 W
2026/09/24 14:50:07.903, 0, 35 %, 1 %, 3147 MiB, 122.14 W
2026/09/24 14:50:07.903, 1, 52 %, 0 %, 3147 MiB, 119.80 W
2026/09/24 14:50:08.903, 0, 18 %, 1 %, 3383 MiB, 121.75 W
2026/09/24 14:50:08.903, 1, 23 %, 0 %, 3383 MiB, 117.61 W
2026/09/24 14:50:09.903, 0, 0 %, 0 %, 6759 MiB, 123.82 W
2026/09/24 14:50:09.904, 1, 53 %, 1 %, 6759 MiB, 119.86 W
2026/09/24 14:50:10.904, 0, 24 %, 0 %, 7355 MiB, 123.74 W
2026/09/24 14:50:10.904, 1, 32 %, 0 %, 7355 MiB, 118.65 W
2026/09/24 14:50:11.904, 0, 45 %, 2 %, 8011 MiB, 122.02 W
2026/09/24 14:50:11.904, 1, 53 %, 0 %, 8011 MiB, 119.31 W
2026/09/24 14:50:12.904, 0, 24 %, 0 %, 8731 MiB, 122.49 W
