timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/23 10:47:37.824, 0, 0 %, 0 %, 116 MiB, 79.36 W
2026/09/23 10:47:38.828, 0, 0 %, 0 %, 120 MiB, 79.76 W
2026/09/23 10:47:39.831, 0, 0 %, 0 %, 138 MiB, 80.10 W
2026/09/23 10:47:40.831, 0, 0 %, 0 %, 699 MiB, 121.26 W
2026/09/23 10:47:41.832, 0, 18 %, 1 %, 1437 MiB, 125.02 W
2026/09/23 10:47:42.832, 0, 19 %, 1 %, 2259 MiB, 125.80 W
2026/09/23 10:47:43.832, 0, 15 %, 1 %, 1925 MiB, 125.10 W
2026/09/23 10:47:44.832, 0, 21 %, 1 %, 2287 MiB, 126.14 W
2026/09/23 10:47:45.832, 0, 6 %, 0 %, 4531 MiB, 127.05 W
2026/09/23 10:47:46.833, 0, 11 %, 0 %, 5307 MiB, 125.36 W
2026/09/23 10:47:47.833, 0, 7 %, 0 %, 6247 MiB, 125.18 W
2026/09/23 10:47:48.833, 0, 32 %, 1 %, 4147 MiB, 121.94 W
2026/09/23 10:47:49.833, 0, 87 %, 14 %, 4841 MiB, 202.95 W
2026/09/23 10:47:50.833, 0, 95 %, 14 %, 4841 MiB, 299.89 W
2026/09/23 10:47:51.834, 0, 94 %, 14 %, 4841 MiB, 278.75 W
2026/09/23 10:47:52.834, 0, 89 %, 13 %, 4841 MiB, 299.16 W
2026/09/23 10:47:53.834, 0, 1 %, 0 %, 120 MiB, 155.10 W
2026/09/23 10:47:54.834, 0, 0 %, 0 %, 120 MiB, 122.37 W
