timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/23 13:30:34.841, 0, 0 %, 0 %, 107 MiB, 44.44 W
2026/09/23 13:30:34.842, 1, 0 %, 0 %, 107 MiB, 42.47 W
2026/09/23 13:30:34.843, 2, 0 %, 0 %, 107 MiB, 44.04 W
2026/09/23 13:30:34.844, 3, 0 %, 0 %, 107 MiB, 42.98 W
2026/09/23 13:30:35.847, 0, 3 %, 0 %, 421 MiB, 62.30 W
2026/09/23 13:30:35.848, 1, 0 %, 0 %, 421 MiB, 58.86 W
2026/09/23 13:30:35.849, 2, 1 %, 0 %, 421 MiB, 59.54 W
2026/09/23 13:30:35.850, 3, 3 %, 0 %, 421 MiB, 61.33 W
2026/09/23 13:30:36.852, 0, 0 %, 0 %, 429 MiB, 62.34 W
2026/09/23 13:30:36.854, 1, 0 %, 0 %, 429 MiB, 59.35 W
2026/09/23 13:30:36.855, 2, 0 %, 0 %, 429 MiB, 60.03 W
2026/09/23 13:30:36.856, 3, 0 %, 0 %, 429 MiB, 61.37 W
2026/09/23 13:30:37.858, 0, 26 %, 2 %, 611 MiB, 62.78 W
2026/09/23 13:30:37.860, 1, 27 %, 2 %, 611 MiB, 59.35 W
2026/09/23 13:30:37.861, 2, 25 %, 2 %, 611 MiB, 60.03 W
2026/09/23 13:30:37.862, 3, 25 %, 2 %, 713 MiB, 61.81 W
2026/09/23 13:30:38.864, 0, 28 %, 2 %, 955 MiB, 62.78 W
2026/09/23 13:30:38.865, 1, 27 %, 2 %, 955 MiB, 59.83 W
2026/09/23 13:30:38.867, 2, 25 %, 2 %, 955 MiB, 60.51 W
2026/09/23 13:30:38.868, 3, 26 %, 2 %, 717 MiB, 62.30 W
2026/09/23 13:30:39.870, 0, 29 %, 2 %, 1167 MiB, 62.83 W
2026/09/23 13:30:39.871, 1, 29 %, 2 %, 849 MiB, 59.83 W
2026/09/23 13:30:39.872, 2, 26 %, 2 %, 849 MiB, 61.00 W
2026/09/23 13:30:39.873, 3, 28 %, 2 %, 1167 MiB, 61.81 W
2026/09/23 13:30:40.876, 0, 30 %, 1 %, 963 MiB, 63.31 W
2026/09/23 13:30:40.876, 1, 29 %, 1 %, 963 MiB, 59.35 W
2026/09/23 13:30:40.877, 2, 24 %, 2 %, 963 MiB, 60.03 W
2026/09/23 13:30:40.878, 3, 22 %, 2 %, 1385 MiB, 61.85 W
2026/09/23 13:30:41.881, 0, 22 %, 1 %, 1061 MiB, 62.78 W
2026/09/23 13:30:41.882, 1, 26 %, 1 %, 1679 MiB, 61.73 W
2026/09/23 13:30:41.883, 2, 23 %, 2 %, 1061 MiB, 60.51 W
2026/09/23 13:30:41.884, 3, 23 %, 2 %, 1061 MiB, 62.30 W
2026/09/23 13:30:42.887, 0, 16 %, 1 %, 1179 MiB, 62.78 W
2026/09/23 13:30:42.888, 1, 22 %, 1 %, 1179 MiB, 59.79 W
2026/09/23 13:30:42.889, 2, 19 %, 2 %, 1179 MiB, 60.51 W
2026/09/23 13:30:42.890, 3, 18 %, 2 %, 1179 MiB, 61.81 W
2026/09/23 13:30:43.892, 0, 26 %, 1 %, 2069 MiB, 62.34 W
2026/09/23 13:30:43.893, 1, 27 %, 1 %, 1321 MiB, 60.32 W
