timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/23 13:29:34.433, 0, 0 %, 0 %, 107 MiB, 44.47 W
2026/09/23 13:29:34.434, 1, 0 %, 0 %, 107 MiB, 42.49 W
2026/09/23 13:29:34.436, 2, 0 %, 0 %, 107 MiB, 43.04 W
2026/09/23 13:29:34.438, 3, 0 %, 0 %, 107 MiB, 42.52 W
2026/09/23 13:29:35.440, 0, 0 %, 0 %, 421 MiB, 62.34 W
2026/09/23 13:29:35.441, 1, 3 %, 0 %, 421 MiB, 59.38 W
2026/09/23 13:29:35.442, 2, 0 %, 0 %, 421 MiB, 60.47 W
2026/09/23 13:29:35.443, 3, 3 %, 0 %, 421 MiB, 59.95 W
2026/09/23 13:29:36.446, 0, 0 %, 0 %, 429 MiB, 62.38 W
2026/09/23 13:29:36.447, 1, 0 %, 0 %, 429 MiB, 59.87 W
2026/09/23 13:29:36.448, 2, 0 %, 0 %, 429 MiB, 60.47 W
2026/09/23 13:29:36.449, 3, 0 %, 0 %, 429 MiB, 59.95 W
2026/09/23 13:29:37.451, 0, 27 %, 2 %, 611 MiB, 62.83 W
2026/09/23 13:29:37.452, 1, 27 %, 2 %, 611 MiB, 60.36 W
2026/09/23 13:29:37.453, 2, 27 %, 2 %, 611 MiB, 60.96 W
2026/09/23 13:29:37.454, 3, 24 %, 2 %, 713 MiB, 60.40 W
2026/09/23 13:29:38.457, 0, 26 %, 2 %, 955 MiB, 62.83 W
2026/09/23 13:29:38.458, 1, 27 %, 2 %, 955 MiB, 60.36 W
2026/09/23 13:29:38.459, 2, 24 %, 2 %, 955 MiB, 61.45 W
2026/09/23 13:29:38.460, 3, 25 %, 2 %, 717 MiB, 60.88 W
2026/09/23 13:29:39.462, 0, 31 %, 2 %, 1167 MiB, 62.83 W
2026/09/23 13:29:39.463, 1, 26 %, 1 %, 849 MiB, 59.87 W
2026/09/23 13:29:39.464, 2, 27 %, 2 %, 1167 MiB, 60.96 W
2026/09/23 13:29:39.466, 3, 21 %, 1 %, 1167 MiB, 60.40 W
2026/09/23 13:29:40.468, 0, 26 %, 2 %, 963 MiB, 62.87 W
2026/09/23 13:29:40.469, 1, 24 %, 1 %, 963 MiB, 59.35 W
2026/09/23 13:29:40.470, 2, 24 %, 2 %, 963 MiB, 61.45 W
2026/09/23 13:29:40.471, 3, 25 %, 2 %, 1385 MiB, 60.44 W
2026/09/23 13:29:41.473, 0, 20 %, 2 %, 1061 MiB, 63.31 W
2026/09/23 13:29:41.474, 1, 35 %, 3 %, 1679 MiB, 61.29 W
2026/09/23 13:29:41.476, 2, 20 %, 2 %, 1061 MiB, 61.45 W
2026/09/23 13:29:41.477, 3, 21 %, 1 %, 1061 MiB, 60.40 W
2026/09/23 13:29:42.479, 0, 20 %, 2 %, 1179 MiB, 63.31 W
2026/09/23 13:29:42.480, 1, 36 %, 2 %, 1927 MiB, 69.49 W
2026/09/23 13:29:42.481, 2, 19 %, 2 %, 1179 MiB, 61.45 W
2026/09/23 13:29:42.483, 3, 20 %, 1 %, 1179 MiB, 59.91 W
2026/09/23 13:29:43.485, 0, 25 %, 1 %, 2069 MiB, 62.83 W
2026/09/23 13:29:43.486, 1, 28 %, 2 %, 1321 MiB, 59.87 W
2026/09/23 13:29:43.488, 2, 21 %, 1 %, 2069 MiB, 60.96 W
2026/09/23 13:29:43.489, 3, 32 %, 4 %, 2069 MiB, 60.40 W
2026/09/23 13:29:44.491, 0, 9 %, 0 %, 1403 MiB, 63.31 W
2026/09/23 13:29:44.492, 1, 40 %, 5 %, 2397 MiB, 62.26 W
