timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/24 14:51:58.073, 0, 0 %, 0 %, 107 MiB, 42.49 W
2026/09/24 14:51:58.074, 1, 0 %, 0 %, 107 MiB, 42.92 W
2026/09/24 14:51:58.075, 2, 0 %, 0 %, 107 MiB, 44.44 W
2026/09/24 14:51:58.076, 3, 0 %, 0 %, 107 MiB, 44.90 W
2026/09/24 14:51:59.078, 0, 0 %, 0 %, 111 MiB, 42.47 W
2026/09/24 14:51:59.079, 1, 1 %, 0 %, 111 MiB, 42.90 W
2026/09/24 14:51:59.081, 2, 2 %, 0 %, 111 MiB, 44.44 W
2026/09/24 14:51:59.082, 3, 2 %, 0 %, 111 MiB, 44.90 W
2026/09/24 14:52:00.084, 0, 3 %, 0 %, 421 MiB, 59.87 W
2026/09/24 14:52:00.085, 1, 3 %, 0 %, 421 MiB, 59.79 W
2026/09/24 14:52:00.086, 2, 3 %, 0 %, 421 MiB, 60.88 W
2026/09/24 14:52:00.088, 3, 3 %, 0 %, 421 MiB, 61.29 W
2026/09/24 14:52:01.091, 0, 0 %, 0 %, 517 MiB, 60.84 W
2026/09/24 14:52:01.093, 1, 1 %, 0 %, 509 MiB, 60.28 W
2026/09/24 14:52:01.094, 2, 7 %, 1 %, 509 MiB, 61.89 W
2026/09/24 14:52:01.095, 3, 6 %, 1 %, 509 MiB, 62.30 W
2026/09/24 14:52:02.098, 0, 27 %, 2 %, 623 MiB, 60.36 W
2026/09/24 14:52:02.099, 1, 25 %, 2 %, 759 MiB, 60.76 W
2026/09/24 14:52:02.102, 2, 26 %, 2 %, 623 MiB, 61.37 W
2026/09/24 14:52:02.103, 3, 24 %, 2 %, 623 MiB, 61.81 W
2026/09/24 14:52:03.105, 0, 27 %, 2 %, 737 MiB, 59.87 W
2026/09/24 14:52:03.106, 1, 30 %, 2 %, 737 MiB, 60.28 W
2026/09/24 14:52:03.107, 2, 27 %, 2 %, 737 MiB, 61.37 W
2026/09/24 14:52:03.108, 3, 23 %, 2 %, 737 MiB, 61.81 W
2026/09/24 14:52:04.110, 0, 30 %, 2 %, 849 MiB, 60.84 W
2026/09/24 14:52:04.111, 1, 22 %, 1 %, 849 MiB, 60.76 W
2026/09/24 14:52:04.112, 2, 19 %, 1 %, 849 MiB, 61.85 W
2026/09/24 14:52:04.115, 3, 21 %, 1 %, 849 MiB, 61.77 W
2026/09/24 14:52:05.117, 0, 28 %, 1 %, 963 MiB, 60.84 W
2026/09/24 14:52:05.118, 1, 22 %, 1 %, 963 MiB, 60.24 W
2026/09/24 14:52:05.119, 2, 18 %, 1 %, 963 MiB, 61.85 W
2026/09/24 14:52:05.120, 3, 23 %, 1 %, 963 MiB, 61.77 W
2026/09/24 14:52:06.123, 0, 24 %, 1 %, 1679 MiB, 60.84 W
2026/09/24 14:52:06.124, 1, 37 %, 3 %, 1679 MiB, 60.28 W
