timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/24 09:38:08.396, 0, 0 %, 0 %, 116 MiB, 80.19 W
2026/09/24 09:38:08.396, 1, 0 %, 0 %, 116 MiB, 81.50 W
2026/09/24 09:38:08.396, 2, 0 %, 0 %, 116 MiB, 77.87 W
2026/09/24 09:38:08.396, 3, 0 %, 0 %, 116 MiB, 81.22 W
2026/09/24 09:38:09.397, 0, 0 %, 0 %, 116 MiB, 80.12 W
2026/09/24 09:38:09.397, 1, 0 %, 0 %, 116 MiB, 81.51 W
2026/09/24 09:38:09.398, 2, 0 %, 0 %, 120 MiB, 77.94 W
2026/09/24 09:38:09.398, 3, 0 %, 0 %, 120 MiB, 81.60 W
2026/09/24 09:38:10.398, 0, 0 %, 0 %, 120 MiB, 80.18 W
2026/09/24 09:38:10.399, 1, 0 %, 0 %, 120 MiB, 81.49 W
2026/09/24 09:38:10.400, 2, 0 %, 0 %, 120 MiB, 77.91 W
2026/09/24 09:38:10.400, 3, 0 %, 0 %, 120 MiB, 83.14 W
2026/09/24 09:38:11.400, 0, 0 %, 0 %, 120 MiB, 80.04 W
2026/09/24 09:38:11.400, 1, 0 %, 0 %, 120 MiB, 81.49 W
2026/09/24 09:38:11.400, 2, 0 %, 0 %, 120 MiB, 77.85 W
2026/09/24 09:38:11.400, 3, 0 %, 0 %, 120 MiB, 82.36 W
2026/09/24 09:38:12.400, 0, 0 %, 0 %, 671 MiB, 115.53 W
2026/09/24 09:38:12.400, 1, 1 %, 0 %, 671 MiB, 114.34 W
2026/09/24 09:38:12.400, 2, 0 %, 0 %, 671 MiB, 111.88 W
2026/09/24 09:38:12.400, 3, 0 %, 0 %, 671 MiB, 115.43 W
2026/09/24 09:38:13.400, 0, 16 %, 0 %, 1001 MiB, 122.53 W
2026/09/24 09:38:13.401, 1, 16 %, 0 %, 1001 MiB, 124.75 W
2026/09/24 09:38:13.401, 2, 52 %, 0 %, 1181 MiB, 117.23 W
2026/09/24 09:38:13.401, 3, 55 %, 0 %, 1181 MiB, 124.79 W
2026/09/24 09:38:14.401, 0, 17 %, 0 %, 1187 MiB, 122.97 W
2026/09/24 09:38:14.402, 1, 17 %, 0 %, 1187 MiB, 124.91 W
2026/09/24 09:38:14.402, 2, 34 %, 0 %, 1537 MiB, 117.28 W
2026/09/24 09:38:14.402, 3, 63 %, 0 %, 1537 MiB, 124.89 W
2026/09/24 09:38:15.402, 0, 16 %, 0 %, 1877 MiB, 123.19 W
