14:45:02.078, -, none, 0
14:45:02.543, -, none, 0
14:45:03.626, 2202229, /hpc/shared/bin/cuda_memtest, 143060
14:45:03.903, 2202229, /hpc/shared/bin/cuda_memtest, 143060
14:45:04.181, 2202229, /hpc/shared/bin/cuda_memtest, 143060
14:45:04.443, 2202229, /hpc/shared/bin/cuda_memtest, 143060
14:45:04.718, -, none, 0
14:45:05.029, -, none, 0
14:45:05.298, -, none, 0
14:45:06.123, -, none, 0
14:45:06.789, -, none, 0
14:45:07.170, 2202341, /hpc/shared/bin/cuda_memtest, 143060
14:45:07.447, 2202341, /hpc/shared/bin/cuda_memtest, 143060
14:45:07.723, 2202341, /hpc/shared/bin/cuda_memtest, 143060
14:45:07.997, 2202341, [No data], 143060
14:45:08.282, -, none, 0
14:45:08.560, -, none, 0
14:45:08.849, -, none, 0
14:45:09.242, -, none, 0
14:45:09.837, -, none, 0
14:45:10.570, -, none, 0
14:45:10.850, -, none, 0
14:45:11.112, -, none, 0
14:45:11.385, -, none, 0
14:45:11.672, -, none, 0
14:45:11.991, -, none, 0
14:45:12.276, -, none, 0
14:45:12.839, -, none, 0
14:45:13.418, -, none, 0
14:45:14.173, -, none, 0
14:45:14.451, -, none, 0
14:45:14.713, -, none, 0
14:45:14.976, -, none, 0
14:45:15.238, -, none, 0
14:45:15.583, -, none, 0
14:45:16.201, -, none, 0
14:45:16.785, -, none, 0
14:45:17.506, -, none, 0
14:45:17.974, -, none, 0
14:45:18.258, -, none, 0
14:45:18.626, -, none, 0
14:45:19.045, -, none, 0
14:45:20.105, -, none, 0
14:45:20.579, -, none, 0
14:45:20.871, -, none, 0
14:45:21.567, -, none, 0
14:45:22.252, -, none, 0
14:45:22.649, -, none, 0
14:45:22.924, -, none, 0
14:45:23.186, -, none, 0
14:45:23.448, -, none, 0
14:45:23.710, -, none, 0
14:45:24.066, -, none, 0
14:45:24.338, -, none, 0
14:45:25.001, -, none, 0
14:45:25.980, -, none, 0
14:45:26.387, -, none, 0
14:45:26.668, -, none, 0
14:45:26.942, -, none, 0
14:45:27.204, -, none, 0
14:45:27.466, -, none, 0
14:45:27.814, -, none, 0
14:45:28.088, -, none, 0
14:45:28.840, -, none, 0
14:45:29.510, -, none, 0
14:45:29.903, -, none, 0
14:45:30.177, -, none, 0
14:45:30.439, -, none, 0
14:45:30.701, -, none, 0
14:45:30.964, -, none, 0
14:45:31.289, -, none, 0
14:45:31.579, -, none, 0
14:45:31.966, -, none, 0
14:45:32.502, -, none, 0
14:45:33.469, -, none, 0
14:45:33.744, -, none, 0
14:45:34.018, -, none, 0
14:45:34.281, -, none, 0
14:45:34.543, -, none, 0
14:45:34.868, -, none, 0
14:45:35.590, -, none, 0
14:45:36.436, -, none, 0
14:45:36.834, -, none, 0
14:45:37.109, -, none, 0
14:45:37.395, -, none, 0
14:45:37.657, -, none, 0
14:45:37.939, -, none, 0
14:45:38.215, -, none, 0
14:45:38.481, -, none, 0
14:45:38.853, -, none, 0
14:45:39.375, -, none, 0
14:45:40.341, -, none, 0
14:45:40.619, -, none, 0
14:45:40.893, -, none, 0
14:45:41.156, -, none, 0
14:45:41.430, -, none, 0
