timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/22 14:06:25.225, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.54 W
2026/09/22 14:06:25.475, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 192.21 W
2026/09/22 14:06:25.726, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.96 W
2026/09/22 14:06:25.976, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.89 W
2026/09/22 14:06:26.226, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 194.24 W
2026/09/22 14:06:26.476, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.87 W
2026/09/22 14:06:26.726, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.32 W
2026/09/22 14:06:26.976, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.91 W
2026/09/22 14:06:27.226, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 192.05 W
2026/09/22 14:06:27.477, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 191.90 W
2026/09/22 14:06:27.727, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 188.58 W
2026/09/22 14:06:27.977, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 184.79 W
2026/09/22 14:06:28.227, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 185.49 W
2026/09/22 14:06:28.477, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.17 W
2026/09/22 14:06:28.727, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 189.96 W
2026/09/22 14:06:28.977, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.04 W
2026/09/22 14:06:29.227, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.13 W
2026/09/22 14:06:29.478, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.56 W
2026/09/22 14:06:29.728, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.97 W
2026/09/22 14:06:29.978, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 192.77 W
2026/09/22 14:06:30.228, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.80 W
2026/09/22 14:06:30.478, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.45 W
2026/09/22 14:06:30.728, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.72 W
2026/09/22 14:06:30.978, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.01 W
2026/09/22 14:06:31.229, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.20 W
2026/09/22 14:06:31.479, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.46 W
2026/09/22 14:06:31.729, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.46 W
2026/09/22 14:06:31.979, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.09 W
2026/09/22 14:06:32.229, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.88 W
2026/09/22 14:06:32.479, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.08 W
2026/09/22 14:06:32.729, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.41 W
2026/09/22 14:06:32.979, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.18 W
2026/09/22 14:06:33.230, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.57 W
2026/09/22 14:06:33.480, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 185.65 W
2026/09/22 14:06:33.730, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.74 W
2026/09/22 14:06:33.980, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 185.87 W
2026/09/22 14:06:34.230, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 191.70 W
2026/09/22 14:06:34.480, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.91 W
2026/09/22 14:06:34.730, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.54 W
2026/09/22 14:06:34.980, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 194.91 W
2026/09/22 14:06:35.231, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.17 W
2026/09/22 14:06:35.481, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.89 W
2026/09/22 14:06:35.731, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.76 W
2026/09/22 14:06:35.981, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.34 W
2026/09/22 14:06:36.231, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.15 W
2026/09/22 14:06:36.481, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.39 W
2026/09/22 14:06:36.731, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.03 W
2026/09/22 14:06:36.982, 0, 99 %, 5 %, 5643 MiB, 143771 MiB, 193.43 W
2026/09/22 14:06:37.232, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.16 W
2026/09/22 14:06:37.482, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.52 W
2026/09/22 14:06:37.732, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.79 W
2026/09/22 14:06:37.982, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.30 W
2026/09/22 14:06:38.232, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.14 W
2026/09/22 14:06:38.482, 0, 92 %, 4 %, 4943 MiB, 143771 MiB, 191.61 W
2026/09/22 14:06:38.732, 0, 83 %, 3 %, 4943 MiB, 143771 MiB, 187.40 W
2026/09/22 14:06:38.983, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.74 W
2026/09/22 14:06:39.233, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 186.30 W
2026/09/22 14:06:39.483, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 189.38 W
2026/09/22 14:06:39.733, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.09 W
2026/09/22 14:06:39.983, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.73 W
2026/09/22 14:06:40.233, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.09 W
2026/09/22 14:06:40.483, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 192.89 W
2026/09/22 14:06:40.733, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.71 W
2026/09/22 14:06:40.984, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.07 W
2026/09/22 14:06:41.234, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.91 W
2026/09/22 14:06:41.484, 0, 99 %, 4 %, 5643 MiB, 143771 MiB, 192.48 W
2026/09/22 14:06:41.734, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.98 W
2026/09/22 14:06:41.984, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.96 W
2026/09/22 14:06:42.234, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.05 W
2026/09/22 14:06:42.484, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.32 W
2026/09/22 14:06:42.735, 0, 99 %, 5 %, 5643 MiB, 143771 MiB, 193.67 W
2026/09/22 14:06:42.985, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.74 W
2026/09/22 14:06:43.235, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.40 W
2026/09/22 14:06:43.485, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.77 W
2026/09/22 14:06:43.735, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.17 W
2026/09/22 14:06:43.985, 0, 78 %, 3 %, 4943 MiB, 143771 MiB, 185.29 W
2026/09/22 14:06:44.235, 0, 98 %, 5 %, 4943 MiB, 143771 MiB, 185.56 W
2026/09/22 14:06:44.485, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.12 W
2026/09/22 14:06:44.736, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.50 W
2026/09/22 14:06:44.986, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.09 W
2026/09/22 14:06:45.236, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.64 W
2026/09/22 14:06:45.486, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.29 W
2026/09/22 14:06:45.736, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.00 W
2026/09/22 14:06:45.986, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.38 W
2026/09/22 14:06:46.236, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.49 W
2026/09/22 14:06:46.486, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.89 W
2026/09/22 14:06:46.737, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.91 W
2026/09/22 14:06:46.987, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.10 W
2026/09/22 14:06:47.237, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.20 W
2026/09/22 14:06:47.487, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.27 W
2026/09/22 14:06:47.737, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 192.67 W
2026/09/22 14:06:47.987, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.18 W
2026/09/22 14:06:48.237, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.79 W
2026/09/22 14:06:48.487, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.87 W
2026/09/22 14:06:48.738, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.17 W
2026/09/22 14:06:48.988, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.83 W
2026/09/22 14:06:49.238, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 187.34 W
2026/09/22 14:06:49.488, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 186.85 W
2026/09/22 14:06:49.738, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.07 W
2026/09/22 14:06:49.988, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.06 W
2026/09/22 14:06:50.238, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.95 W
2026/09/22 14:06:50.488, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.58 W
2026/09/22 14:06:50.739, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.91 W
2026/09/22 14:06:50.989, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.81 W
2026/09/22 14:06:51.239, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.67 W
2026/09/22 14:06:51.489, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.34 W
2026/09/22 14:06:51.739, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.69 W
2026/09/22 14:06:51.989, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 194.74 W
2026/09/22 14:06:52.239, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.45 W
2026/09/22 14:06:52.490, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.31 W
2026/09/22 14:06:52.740, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.60 W
2026/09/22 14:06:52.990, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.34 W
2026/09/22 14:06:53.240, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.27 W
2026/09/22 14:06:53.490, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.83 W
2026/09/22 14:06:53.740, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.83 W
2026/09/22 14:06:53.990, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.25 W
2026/09/22 14:06:54.240, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.03 W
2026/09/22 14:06:54.491, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.48 W
2026/09/22 14:06:54.741, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 187.24 W
2026/09/22 14:06:54.991, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.10 W
2026/09/22 14:06:55.241, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 184.95 W
2026/09/22 14:06:55.491, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 190.72 W
2026/09/22 14:06:55.741, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 188.87 W
2026/09/22 14:06:55.991, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 188.49 W
2026/09/22 14:06:56.241, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 188.87 W
2026/09/22 14:06:56.492, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 189.95 W
2026/09/22 14:06:56.742, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.29 W
2026/09/22 14:06:56.992, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.70 W
2026/09/22 14:06:57.242, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.35 W
2026/09/22 14:06:57.492, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.25 W
2026/09/22 14:06:57.742, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.88 W
2026/09/22 14:06:57.992, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.33 W
2026/09/22 14:06:58.242, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.92 W
2026/09/22 14:06:58.493, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.57 W
2026/09/22 14:06:58.743, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.26 W
2026/09/22 14:06:58.993, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.18 W
2026/09/22 14:06:59.243, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.62 W
2026/09/22 14:06:59.493, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.84 W
2026/09/22 14:06:59.743, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.63 W
2026/09/22 14:06:59.993, 0, 86 %, 4 %, 4943 MiB, 143771 MiB, 187.01 W
2026/09/22 14:07:00.243, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.25 W
2026/09/22 14:07:00.494, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.40 W
2026/09/22 14:07:00.744, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.44 W
2026/09/22 14:07:00.994, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 193.98 W
2026/09/22 14:07:01.244, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.87 W
2026/09/22 14:07:01.494, 0, 99 %, 5 %, 5643 MiB, 143771 MiB, 194.20 W
2026/09/22 14:07:01.744, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.11 W
2026/09/22 14:07:01.994, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.02 W
2026/09/22 14:07:02.245, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.59 W
2026/09/22 14:07:02.495, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.28 W
2026/09/22 14:07:02.745, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.57 W
2026/09/22 14:07:02.995, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.93 W
2026/09/22 14:07:03.245, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.31 W
2026/09/22 14:07:03.495, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.55 W
2026/09/22 14:07:03.745, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.43 W
2026/09/22 14:07:03.995, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.07 W
2026/09/22 14:07:04.246, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.11 W
2026/09/22 14:07:04.496, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.40 W
2026/09/22 14:07:04.746, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.21 W
2026/09/22 14:07:04.996, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 186.99 W
2026/09/22 14:07:05.246, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.22 W
2026/09/22 14:07:05.496, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.30 W
2026/09/22 14:07:05.746, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.48 W
2026/09/22 14:07:05.996, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.75 W
2026/09/22 14:07:06.247, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.35 W
2026/09/22 14:07:06.497, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.49 W
2026/09/22 14:07:06.747, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.84 W
2026/09/22 14:07:06.997, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.98 W
2026/09/22 14:07:07.247, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.61 W
2026/09/22 14:07:07.497, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.50 W
2026/09/22 14:07:07.747, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.81 W
2026/09/22 14:07:07.998, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.16 W
2026/09/22 14:07:08.248, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.17 W
2026/09/22 14:07:08.498, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.80 W
2026/09/22 14:07:08.748, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 195.22 W
2026/09/22 14:07:08.998, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.26 W
2026/09/22 14:07:09.248, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.34 W
2026/09/22 14:07:09.498, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.01 W
2026/09/22 14:07:09.748, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.51 W
2026/09/22 14:07:09.999, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.90 W
2026/09/22 14:07:10.249, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.00 W
2026/09/22 14:07:10.499, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 186.22 W
2026/09/22 14:07:10.749, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.53 W
2026/09/22 14:07:10.999, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.46 W
2026/09/22 14:07:11.249, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.58 W
2026/09/22 14:07:11.499, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.92 W
2026/09/22 14:07:11.749, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.96 W
2026/09/22 14:07:12.000, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.56 W
2026/09/22 14:07:12.250, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.02 W
2026/09/22 14:07:12.500, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.44 W
2026/09/22 14:07:12.750, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 194.59 W
2026/09/22 14:07:13.000, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.13 W
2026/09/22 14:07:13.250, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.57 W
2026/09/22 14:07:13.500, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.44 W
2026/09/22 14:07:13.750, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.22 W
2026/09/22 14:07:14.001, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.19 W
2026/09/22 14:07:14.251, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.97 W
2026/09/22 14:07:14.501, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.79 W
2026/09/22 14:07:14.751, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.15 W
2026/09/22 14:07:15.001, 0, 98 %, 5 %, 4943 MiB, 143771 MiB, 194.68 W
2026/09/22 14:07:15.251, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 195.30 W
2026/09/22 14:07:15.501, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 187.38 W
2026/09/22 14:07:15.751, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.88 W
2026/09/22 14:07:16.002, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.41 W
2026/09/22 14:07:16.252, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.78 W
2026/09/22 14:07:16.502, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.06 W
2026/09/22 14:07:16.752, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.45 W
2026/09/22 14:07:17.002, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.74 W
2026/09/22 14:07:17.252, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.60 W
2026/09/22 14:07:17.502, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.92 W
2026/09/22 14:07:17.753, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.72 W
2026/09/22 14:07:18.003, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.02 W
2026/09/22 14:07:18.253, 0, 99 %, 5 %, 5643 MiB, 143771 MiB, 194.10 W
2026/09/22 14:07:18.503, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.14 W
2026/09/22 14:07:18.753, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.91 W
2026/09/22 14:07:19.003, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.58 W
2026/09/22 14:07:19.253, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.36 W
2026/09/22 14:07:19.503, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.17 W
2026/09/22 14:07:19.754, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.68 W
2026/09/22 14:07:20.004, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.51 W
2026/09/22 14:07:20.254, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.04 W
2026/09/22 14:07:20.504, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.33 W
2026/09/22 14:07:20.754, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 187.53 W
2026/09/22 14:07:21.004, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.61 W
2026/09/22 14:07:21.254, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.99 W
2026/09/22 14:07:21.505, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.54 W
2026/09/22 14:07:21.755, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.39 W
2026/09/22 14:07:22.005, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.23 W
2026/09/22 14:07:22.255, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.64 W
2026/09/22 14:07:22.505, 0, 99 %, 4 %, 4943 MiB, 143771 MiB, 194.33 W
2026/09/22 14:07:22.755, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.83 W
2026/09/22 14:07:23.005, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.60 W
2026/09/22 14:07:23.255, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.40 W
2026/09/22 14:07:23.506, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.49 W
2026/09/22 14:07:23.756, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.82 W
2026/09/22 14:07:24.006, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.92 W
2026/09/22 14:07:24.256, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 197.22 W
2026/09/22 14:07:24.506, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 197.05 W
2026/09/22 14:07:24.756, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.03 W
2026/09/22 14:07:25.006, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.52 W
2026/09/22 14:07:25.256, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.95 W
2026/09/22 14:07:25.507, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 192.28 W
2026/09/22 14:07:25.757, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 191.75 W
2026/09/22 14:07:26.007, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 185.90 W
2026/09/22 14:07:26.257, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 188.13 W
2026/09/22 14:07:26.507, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 189.19 W
2026/09/22 14:07:26.757, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 189.46 W
2026/09/22 14:07:27.007, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 198.60 W
2026/09/22 14:07:27.258, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 198.17 W
2026/09/22 14:07:27.508, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 198.62 W
2026/09/22 14:07:27.758, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 198.36 W
2026/09/22 14:07:28.008, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 197.05 W
2026/09/22 14:07:28.258, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.52 W
2026/09/22 14:07:28.508, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.08 W
2026/09/22 14:07:28.758, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.79 W
2026/09/22 14:07:29.008, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.39 W
2026/09/22 14:07:29.259, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.66 W
2026/09/22 14:07:29.509, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.70 W
2026/09/22 14:07:29.759, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.50 W
2026/09/22 14:07:30.009, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 193.74 W
2026/09/22 14:07:30.259, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.72 W
2026/09/22 14:07:30.509, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.44 W
2026/09/22 14:07:30.759, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.51 W
2026/09/22 14:07:31.009, 0, 77 %, 3 %, 4943 MiB, 143771 MiB, 188.63 W
2026/09/22 14:07:31.260, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.94 W
2026/09/22 14:07:31.510, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 186.83 W
2026/09/22 14:07:31.760, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 187.87 W
2026/09/22 14:07:32.010, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.21 W
2026/09/22 14:07:32.260, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.80 W
2026/09/22 14:07:32.510, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.25 W
2026/09/22 14:07:32.760, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 195.50 W
2026/09/22 14:07:33.011, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 194.88 W
2026/09/22 14:07:33.261, 0, 99 %, 5 %, 4943 MiB, 143771 MiB, 196.40 W
