timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/24 14:50:01.638, 0, 0 %, 0 %, 107 MiB, 41.98 W
2026/09/24 14:50:01.640, 1, 0 %, 0 %, 107 MiB, 42.92 W
2026/09/24 14:50:01.641, 2, 0 %, 0 %, 107 MiB, 44.44 W
2026/09/24 14:50:01.642, 3, 0 %, 0 %, 107 MiB, 44.41 W
2026/09/24 14:50:02.644, 0, 0 %, 0 %, 107 MiB, 41.98 W
2026/09/24 14:50:02.645, 1, 0 %, 0 %, 107 MiB, 42.90 W
2026/09/24 14:50:02.646, 2, 0 %, 0 %, 107 MiB, 44.44 W
2026/09/24 14:50:02.648, 3, 0 %, 0 %, 107 MiB, 44.41 W
2026/09/24 14:50:03.650, 0, 0 %, 0 %, 123 MiB, 42.01 W
2026/09/24 14:50:03.653, 1, 0 %, 0 %, 123 MiB, 42.92 W
2026/09/24 14:50:03.655, 2, 0 %, 0 %, 123 MiB, 44.44 W
2026/09/24 14:50:03.656, 3, 0 %, 0 %, 123 MiB, 44.41 W
2026/09/24 14:50:04.658, 0, 0 %, 0 %, 429 MiB, 59.42 W
2026/09/24 14:50:04.660, 1, 0 %, 0 %, 429 MiB, 59.35 W
2026/09/24 14:50:04.661, 2, 0 %, 0 %, 429 MiB, 60.44 W
2026/09/24 14:50:04.662, 3, 0 %, 0 %, 429 MiB, 60.84 W
2026/09/24 14:50:05.664, 0, 26 %, 2 %, 693 MiB, 59.87 W
2026/09/24 14:50:05.665, 1, 27 %, 2 %, 713 MiB, 61.73 W
2026/09/24 14:50:05.666, 2, 25 %, 2 %, 713 MiB, 61.37 W
2026/09/24 14:50:05.667, 3, 23 %, 2 %, 601 MiB, 61.81 W
2026/09/24 14:50:06.670, 0, 26 %, 2 %, 915 MiB, 59.87 W
2026/09/24 14:50:06.671, 1, 26 %, 2 %, 717 MiB, 60.28 W
2026/09/24 14:50:06.672, 2, 25 %, 2 %, 717 MiB, 60.88 W
2026/09/24 14:50:06.673, 3, 26 %, 2 %, 915 MiB, 61.81 W
2026/09/24 14:50:07.675, 0, 29 %, 2 %, 817 MiB, 60.36 W
2026/09/24 14:50:07.676, 1, 28 %, 2 %, 1167 MiB, 60.28 W
2026/09/24 14:50:07.678, 2, 27 %, 3 %, 1167 MiB, 60.88 W
2026/09/24 14:50:07.679, 3, 28 %, 2 %, 817 MiB, 61.81 W
2026/09/24 14:50:08.681, 0, 24 %, 1 %, 1385 MiB, 60.36 W
2026/09/24 14:50:08.682, 1, 24 %, 1 %, 1385 MiB, 59.79 W
2026/09/24 14:50:08.683, 2, 31 %, 3 %, 1385 MiB, 60.92 W
2026/09/24 14:50:08.684, 3, 19 %, 1 %, 1385 MiB, 61.77 W
2026/09/24 14:50:09.686, 0, 26 %, 2 %, 1061 MiB, 59.87 W
2026/09/24 14:50:09.688, 1, 25 %, 1 %, 1061 MiB, 60.28 W
2026/09/24 14:50:09.689, 2, 23 %, 1 %, 1061 MiB, 60.92 W
2026/09/24 14:50:09.690, 3, 28 %, 3 %, 1061 MiB, 61.33 W
2026/09/24 14:50:10.692, 0, 24 %, 1 %, 1179 MiB, 59.87 W
2026/09/24 14:50:10.693, 1, 25 %, 1 %, 1179 MiB, 59.79 W
2026/09/24 14:50:10.694, 2, 27 %, 2 %, 1179 MiB, 60.92 W
2026/09/24 14:50:10.695, 3, 24 %, 3 %, 1179 MiB, 62.30 W
2026/09/24 14:50:11.698, 0, 35 %, 4 %, 2069 MiB, 59.87 W
2026/09/24 14:50:11.699, 1, 33 %, 4 %, 2069 MiB, 59.79 W
2026/09/24 14:50:11.700, 2, 25 %, 3 %, 2069 MiB, 60.92 W
2026/09/24 14:50:11.701, 3, 38 %, 2 %, 2069 MiB, 61.29 W
2026/09/24 14:50:12.703, 0, 33 %, 2 %, 1403 MiB, 59.87 W
2026/09/24 14:50:12.704, 1, 13 %, 1 %, 1403 MiB, 60.28 W
2026/09/24 14:50:12.706, 2, 22 %, 2 %, 1403 MiB, 61.37 W
2026/09/24 14:50:12.707, 3, 21 %, 1 %, 1403 MiB, 61.33 W
2026/09/24 14:50:13.709, 0, 25 %, 1 %, 1493 MiB, 60.36 W
2026/09/24 14:50:13.711, 1, 36 %, 5 %, 2587 MiB, 60.76 W
2026/09/24 14:50:13.712, 2, 29 %, 1 %, 1493 MiB, 61.37 W
2026/09/24 14:50:13.713, 3, 9 %, 1 %, 1493 MiB, 62.30 W
2026/09/24 14:50:14.715, 0, 39 %, 2 %, 2797 MiB, 59.87 W
2026/09/24 14:50:14.717, 1, 40 %, 3 %, 2797 MiB, 59.79 W
2026/09/24 14:50:14.718, 2, 38 %, 2 %, 2797 MiB, 64.77 W
2026/09/24 14:50:14.719, 3, 29 %, 1 %, 2797 MiB, 64.20 W
2026/09/24 14:50:15.721, 0, 39 %, 5 %, 3027 MiB, 60.40 W
2026/09/24 14:50:15.724, 1, 0 %, 0 %, 1703 MiB, 59.35 W
2026/09/24 14:50:15.725, 2, 39 %, 2 %, 3027 MiB, 61.41 W
2026/09/24 14:50:15.727, 3, 0 %, 0 %, 1703 MiB, 61.33 W
2026/09/24 14:50:16.729, 0, 40 %, 2 %, 3279 MiB, 60.36 W
2026/09/24 14:50:16.730, 1, 0 %, 0 %, 1703 MiB, 59.79 W
2026/09/24 14:50:16.731, 2, 39 %, 2 %, 3279 MiB, 79.30 W
2026/09/24 14:50:16.732, 3, 0 %, 0 %, 1703 MiB, 61.33 W
2026/09/24 14:50:17.735, 0, 35 %, 2 %, 1955 MiB, 60.36 W
2026/09/24 14:50:17.736, 1, 0 %, 0 %, 1703 MiB, 59.31 W
2026/09/24 14:50:17.738, 2, 24 %, 1 %, 1955 MiB, 61.37 W
2026/09/24 14:50:17.739, 3, 0 %, 0 %, 1703 MiB, 61.33 W
2026/09/24 14:50:18.741, 0, 19 %, 2 %, 2123 MiB, 59.91 W
2026/09/24 14:50:18.743, 1, 0 %, 0 %, 1725 MiB, 59.83 W
2026/09/24 14:50:18.744, 2, 29 %, 3 %, 2123 MiB, 60.92 W
2026/09/24 14:50:18.745, 3, 0 %, 0 %, 1725 MiB, 61.33 W
2026/09/24 14:50:19.748, 0, 39 %, 2 %, 2275 MiB, 60.84 W
2026/09/24 14:50:19.749, 1, 39 %, 2 %, 1877 MiB, 59.79 W
2026/09/24 14:50:19.750, 2, 38 %, 2 %, 2275 MiB, 61.85 W
2026/09/24 14:50:19.751, 3, 36 %, 2 %, 1877 MiB, 61.33 W
2026/09/24 14:50:20.753, 0, 90 %, 44 %, 2885 MiB, 145.27 W
2026/09/24 14:50:20.754, 1, 72 %, 35 %, 2449 MiB, 111.52 W
2026/09/24 14:50:20.757, 2, 94 %, 47 %, 2889 MiB, 126.40 W
2026/09/24 14:50:20.758, 3, 72 %, 33 %, 2457 MiB, 108.43 W
2026/09/24 14:50:21.760, 0, 88 %, 44 %, 2885 MiB, 137.17 W
2026/09/24 14:50:21.761, 1, 70 %, 33 %, 2449 MiB, 118.67 W
2026/09/24 14:50:21.762, 2, 94 %, 45 %, 2889 MiB, 130.10 W
