timestamp, index, utilization.gpu [%], memory.used [MiB], power.draw [W]
2026/09/23 11:31:19.185, 3, 93 %, 1741 MiB, 139.10 W
2026/09/23 11:31:29.188, 0, 73 %, 1739 MiB, 81.73 W
2026/09/23 11:31:29.189, 1, 77 %, 1739 MiB, 75.80 W
2026/09/23 11:31:29.190, 2, 52 %, 1775 MiB, 77.46 W
2026/09/23 11:31:29.191, 3, 44 %, 1741 MiB, 77.36 W
2026/09/23 11:31:39.194, 0, 90 %, 1737 MiB, 140.06 W
2026/09/23 11:31:39.195, 1, 86 %, 1739 MiB, 133.52 W
2026/09/23 11:31:39.196, 2, 89 %, 1775 MiB, 137.44 W
2026/09/23 11:31:39.197, 3, 93 %, 1739 MiB, 140.06 W
2026/09/23 11:31:49.199, 0, 92 %, 1737 MiB, 139.58 W
2026/09/23 11:31:49.200, 1, 87 %, 1739 MiB, 131.12 W
2026/09/23 11:31:49.201, 2, 88 %, 1775 MiB, 136.47 W
2026/09/23 11:31:49.202, 3, 93 %, 1739 MiB, 138.04 W
2026/09/23 11:31:59.205, 0, 92 %, 1739 MiB, 144.31 W
2026/09/23 11:31:59.206, 1, 89 %, 1739 MiB, 137.77 W
2026/09/23 11:31:59.207, 2, 91 %, 1775 MiB, 142.18 W
2026/09/23 11:31:59.208, 3, 93 %, 1741 MiB, 144.41 W
2026/09/23 11:32:09.211, 0, 92 %, 1739 MiB, 148.17 W
2026/09/23 11:32:09.212, 1, 89 %, 1739 MiB, 141.62 W
2026/09/23 11:32:09.213, 2, 92 %, 1775 MiB, 144.60 W
2026/09/23 11:32:09.214, 3, 94 %, 1741 MiB, 143.83 W
2026/09/23 11:32:19.216, 0, 93 %, 1739 MiB, 86.53 W
2026/09/23 11:32:19.217, 1, 90 %, 1739 MiB, 79.68 W
2026/09/23 11:32:19.218, 2, 90 %, 1775 MiB, 81.35 W
2026/09/23 11:32:19.219, 3, 90 %, 1741 MiB, 81.24 W
2026/09/23 11:32:29.222, 0, 36 %, 1755 MiB, 82.16 W
2026/09/23 11:32:29.223, 1, 22 %, 1755 MiB, 76.24 W
2026/09/23 11:32:29.224, 2, 7 %, 1791 MiB, 77.89 W
2026/09/23 11:32:29.225, 3, 22 %, 1757 MiB, 78.28 W
2026/09/23 11:32:39.228, 0, 92 %, 1737 MiB, 142.86 W
2026/09/23 11:32:39.229, 1, 88 %, 1739 MiB, 135.93 W
2026/09/23 11:32:39.230, 2, 91 %, 1775 MiB, 139.38 W
2026/09/23 11:32:39.231, 3, 93 %, 1739 MiB, 141.03 W
2026/09/23 11:32:49.233, 0, 91 %, 1737 MiB, 134.45 W
2026/09/23 11:32:49.234, 1, 88 %, 1739 MiB, 124.94 W
2026/09/23 11:32:49.235, 2, 90 %, 1775 MiB, 131.15 W
2026/09/23 11:32:49.236, 3, 93 %, 1739 MiB, 134.27 W
2026/09/23 11:32:59.239, 0, 91 %, 1739 MiB, 142.96 W
2026/09/23 11:32:59.240, 1, 88 %, 1739 MiB, 134.49 W
2026/09/23 11:32:59.241, 2, 90 %, 1775 MiB, 138.32 W
2026/09/23 11:32:59.242, 3, 93 %, 1741 MiB, 140.45 W
2026/09/23 11:33:09.244, 0, 92 %, 1739 MiB, 129.13 W
2026/09/23 11:33:09.245, 1, 88 %, 1739 MiB, 124.54 W
2026/09/23 11:33:09.246, 2, 91 %, 1775 MiB, 129.79 W
2026/09/23 11:33:09.247, 3, 94 %, 1741 MiB, 133.00 W
2026/09/23 11:33:19.250, 0, 35 %, 1895 MiB, 123.42 W
2026/09/23 11:33:19.251, 1, 39 %, 1899 MiB, 111.74 W
2026/09/23 11:33:19.252, 2, 64 %, 1775 MiB, 112.11 W
2026/09/23 11:33:19.253, 3, 48 %, 1739 MiB, 112.45 W
2026/09/23 11:33:29.256, 0, 91 %, 1737 MiB, 140.55 W
2026/09/23 11:33:29.257, 1, 87 %, 1739 MiB, 135.93 W
2026/09/23 11:33:29.258, 2, 91 %, 1775 MiB, 137.35 W
2026/09/23 11:33:29.259, 3, 94 %, 1739 MiB, 139.97 W
2026/09/23 11:33:39.262, 0, 91 %, 1739 MiB, 142.96 W
2026/09/23 11:33:39.263, 1, 86 %, 1739 MiB, 134.49 W
2026/09/23 11:33:39.263, 2, 90 %, 1775 MiB, 137.83 W
2026/09/23 11:33:39.264, 3, 93 %, 1741 MiB, 141.03 W
2026/09/23 11:33:49.267, 0, 91 %, 1739 MiB, 138.71 W
2026/09/23 11:33:49.268, 1, 87 %, 1739 MiB, 127.35 W
2026/09/23 11:33:49.269, 2, 90 %, 1971 MiB, 129.79 W
2026/09/23 11:33:49.270, 3, 93 %, 1741 MiB, 129.70 W
2026/09/23 11:33:59.273, 0, 92 %, 1737 MiB, 141.90 W
2026/09/23 11:33:59.274, 1, 88 %, 1739 MiB, 135.45 W
2026/09/23 11:33:59.275, 2, 91 %, 1775 MiB, 138.50 W
2026/09/23 11:33:59.277, 3, 93 %, 1739 MiB, 140.16 W
2026/09/23 11:34:09.280, 0, 92 %, 1737 MiB, 137.65 W
2026/09/23 11:34:09.281, 1, 88 %, 1739 MiB, 126.38 W
2026/09/23 11:34:09.282, 2, 90 %, 1971 MiB, 126.49 W
2026/09/23 11:34:09.283, 3, 93 %, 1899 MiB, 129.22 W
2026/09/23 11:34:19.286, 0, 91 %, 1739 MiB, 138.11 W
2026/09/23 11:34:19.287, 1, 87 %, 1739 MiB, 126.72 W
2026/09/23 11:34:19.288, 2, 90 %, 1971 MiB, 127.79 W
2026/09/23 11:34:19.289, 3, 93 %, 1901 MiB, 128.51 W
2026/09/23 11:34:29.292, 0, 92 %, 1739 MiB, 142.37 W
2026/09/23 11:34:29.293, 1, 88 %, 1739 MiB, 127.29 W
2026/09/23 11:34:29.294, 2, 92 %, 1775 MiB, 124.96 W
2026/09/23 11:34:29.297, 3, 93 %, 1741 MiB, 123.26 W
2026/09/23 11:34:39.299, 0, 35 %, 1755 MiB, 81.84 W
2026/09/23 11:34:39.302, 1, 26 %, 1755 MiB, 75.90 W
2026/09/23 11:34:39.303, 2, 32 %, 1791 MiB, 77.61 W
2026/09/23 11:34:39.304, 3, 29 %, 1757 MiB, 77.95 W
2026/09/23 11:34:49.306, 0, 91 %, 1737 MiB, 136.20 W
2026/09/23 11:34:49.307, 1, 86 %, 1739 MiB, 126.47 W
2026/09/23 11:34:49.308, 2, 91 %, 1971 MiB, 127.94 W
2026/09/23 11:34:49.310, 3, 94 %, 1899 MiB, 127.77 W
2026/09/23 11:34:59.312, 0, 91 %, 1737 MiB, 133.40 W
2026/09/23 11:34:59.313, 1, 87 %, 1739 MiB, 127.35 W
2026/09/23 11:34:59.314, 2, 90 %, 1775 MiB, 131.24 W
2026/09/23 11:34:59.315, 3, 93 %, 1739 MiB, 135.33 W
2026/09/23 11:35:09.318, 0, 91 %, 1739 MiB, 132.91 W
2026/09/23 11:35:09.319, 1, 88 %, 1739 MiB, 125.90 W
2026/09/23 11:35:09.320, 2, 91 %, 1775 MiB, 132.21 W
2026/09/23 11:35:09.321, 3, 93 %, 1741 MiB, 133.88 W
2026/09/23 11:35:19.324, 0, 91 %, 1739 MiB, 132.03 W
2026/09/23 11:35:19.325, 1, 87 %, 1739 MiB, 119.39 W
2026/09/23 11:35:19.325, 2, 89 %, 1775 MiB, 120.27 W
2026/09/23 11:35:19.326, 3, 93 %, 1741 MiB, 121.08 W
2026/09/23 11:35:29.329, 0, 91 %, 1737 MiB, 131.55 W
2026/09/23 11:35:29.330, 1, 87 %, 1739 MiB, 119.39 W
2026/09/23 11:35:29.331, 2, 91 %, 1775 MiB, 120.76 W
2026/09/23 11:35:29.332, 3, 93 %, 1739 MiB, 118.26 W
2026/09/23 11:35:39.336, 0, 91 %, 1737 MiB, 139.58 W
2026/09/23 11:35:39.337, 1, 87 %, 1739 MiB, 134.01 W
2026/09/23 11:35:39.338, 2, 91 %, 1775 MiB, 136.87 W
2026/09/23 11:35:39.339, 3, 93 %, 1739 MiB, 138.04 W
2026/09/23 11:35:49.341, 0, 92 %, 1739 MiB, 148.65 W
2026/09/23 11:35:49.342, 1, 90 %, 1739 MiB, 134.09 W
2026/09/23 11:35:49.343, 2, 91 %, 1775 MiB, 133.66 W
2026/09/23 11:35:49.344, 3, 94 %, 1741 MiB, 129.62 W
2026/09/23 11:35:59.347, 0, 69 %, 1739 MiB, 108.09 W
2026/09/23 11:35:59.348, 1, 74 %, 1739 MiB, 104.91 W
2026/09/23 11:35:59.349, 2, 49 %, 1775 MiB, 113.00 W
2026/09/23 11:35:59.350, 3, 37 %, 1741 MiB, 116.65 W
2026/09/23 11:36:09.352, 0, 92 %, 1897 MiB, 138.71 W
2026/09/23 11:36:09.354, 1, 89 %, 1899 MiB, 125.99 W
2026/09/23 11:36:09.355, 2, 91 %, 1971 MiB, 126.00 W
2026/09/23 11:36:09.356, 3, 93 %, 1741 MiB, 131.55 W
2026/09/23 11:36:19.359, 0, 91 %, 1737 MiB, 137.74 W
2026/09/23 11:36:19.360, 1, 88 %, 1739 MiB, 128.88 W
2026/09/23 11:36:19.361, 2, 91 %, 1971 MiB, 130.36 W
2026/09/23 11:36:19.362, 3, 93 %, 1899 MiB, 129.13 W
2026/09/23 11:36:29.365, 0, 91 %, 1737 MiB, 133.48 W
2026/09/23 11:36:29.366, 1, 88 %, 1739 MiB, 124.06 W
2026/09/23 11:36:29.367, 2, 91 %, 1775 MiB, 128.25 W
2026/09/23 11:36:29.368, 3, 92 %, 1739 MiB, 133.88 W
2026/09/23 11:36:39.371, 0, 90 %, 1739 MiB, 136.78 W
2026/09/23 11:36:39.372, 1, 87 %, 1739 MiB, 129.27 W
2026/09/23 11:36:39.373, 2, 90 %, 1775 MiB, 133.57 W
2026/09/23 11:36:39.374, 3, 93 %, 1741 MiB, 137.17 W
2026/09/23 11:36:49.377, 0, 92 %, 1739 MiB, 137.26 W
2026/09/23 11:36:49.378, 1, 88 %, 1739 MiB, 123.09 W
2026/09/23 11:36:49.379, 2, 91 %, 1775 MiB, 124.15 W
2026/09/23 11:36:49.380, 3, 93 %, 1741 MiB, 124.39 W
2026/09/23 11:36:59.382, 0, 91 %, 1737 MiB, 139.67 W
2026/09/23 11:36:59.384, 1, 86 %, 1739 MiB, 124.14 W
2026/09/23 11:36:59.384, 2, 90 %, 1775 MiB, 125.52 W
2026/09/23 11:36:59.385, 3, 93 %, 1739 MiB, 124.87 W
2026/09/23 11:37:09.388, 0, 92 %, 1895 MiB, 134.93 W
2026/09/23 11:37:09.389, 1, 87 %, 1899 MiB, 121.24 W
2026/09/23 11:37:09.390, 2, 90 %, 1775 MiB, 122.13 W
2026/09/23 11:37:09.391, 3, 93 %, 1739 MiB, 123.02 W
2026/09/23 11:37:19.394, 0, 91 %, 1895 MiB, 134.93 W
2026/09/23 11:37:19.395, 1, 87 %, 1899 MiB, 121.64 W
2026/09/23 11:37:19.396, 2, 90 %, 1775 MiB, 121.24 W
2026/09/23 11:37:19.397, 3, 93 %, 1739 MiB, 121.57 W
2026/09/23 11:37:29.400, 0, 91 %, 1739 MiB, 143.44 W
2026/09/23 11:37:29.401, 1, 87 %, 1739 MiB, 135.36 W
2026/09/23 11:37:29.402, 2, 90 %, 1775 MiB, 139.38 W
2026/09/23 11:37:29.403, 3, 93 %, 1741 MiB, 140.64 W
2026/09/23 11:37:39.406, 0, 91 %, 1739 MiB, 143.35 W
2026/09/23 11:37:39.407, 1, 87 %, 1739 MiB, 136.32 W
2026/09/23 11:37:39.408, 2, 90 %, 1775 MiB, 135.51 W
2026/09/23 11:37:39.409, 3, 93 %, 1741 MiB, 133.88 W
2026/09/23 11:37:49.412, 0, 91 %, 1737 MiB, 138.22 W
2026/09/23 11:37:49.413, 1, 88 %, 1739 MiB, 128.88 W
2026/09/23 11:37:49.414, 2, 91 %, 1775 MiB, 132.78 W
2026/09/23 11:37:49.415, 3, 93 %, 1899 MiB, 130.10 W
2026/09/23 11:37:59.418, 0, 91 %, 1737 MiB, 138.62 W
2026/09/23 11:37:59.419, 1, 88 %, 1739 MiB, 133.61 W
2026/09/23 11:37:59.420, 2, 91 %, 1775 MiB, 137.53 W
2026/09/23 11:37:59.421, 3, 93 %, 1739 MiB, 139.10 W
2026/09/23 11:38:09.424, 0, 90 %, 1739 MiB, 142.48 W
2026/09/23 11:38:09.425, 1, 70 %, 1739 MiB, 135.45 W
2026/09/23 11:38:09.426, 2, 90 %, 1775 MiB, 138.32 W
2026/09/23 11:38:09.427, 3, 63 %, 1741 MiB, 140.06 W
2026/09/23 11:38:19.429, 0, 91 %, 1739 MiB, 143.92 W
2026/09/23 11:38:19.430, 1, 87 %, 1739 MiB, 135.45 W
2026/09/23 11:38:19.431, 2, 90 %, 1775 MiB, 135.02 W
2026/09/23 11:38:19.432, 3, 94 %, 1741 MiB, 133.40 W
2026/09/23 11:38:29.435, 0, 90 %, 1737 MiB, 137.17 W
2026/09/23 11:38:29.436, 1, 87 %, 1739 MiB, 130.72 W
2026/09/23 11:38:29.437, 2, 90 %, 1775 MiB, 133.09 W
2026/09/23 11:38:29.438, 3, 93 %, 1739 MiB, 136.68 W
2026/09/23 11:38:39.440, 0, 78 %, 1737 MiB, 136.20 W
2026/09/23 11:38:39.442, 1, 87 %, 1739 MiB, 128.71 W
2026/09/23 11:38:39.443, 2, 89 %, 1775 MiB, 133.57 W
2026/09/23 11:38:39.444, 3, 93 %, 1739 MiB, 137.17 W
2026/09/23 11:38:49.447, 0, 91 %, 1739 MiB, 137.74 W
2026/09/23 11:38:49.448, 1, 88 %, 1739 MiB, 125.99 W
2026/09/23 11:38:49.449, 2, 90 %, 1971 MiB, 126.49 W
2026/09/23 11:38:49.450, 3, 93 %, 1901 MiB, 128.25 W
2026/09/23 11:38:59.453, 0, 91 %, 1739 MiB, 143.35 W
2026/09/23 11:38:59.454, 1, 88 %, 1739 MiB, 136.02 W
2026/09/23 11:38:59.455, 2, 89 %, 1775 MiB, 138.89 W
2026/09/23 11:38:59.456, 3, 93 %, 1741 MiB, 136.78 W
2026/09/23 11:39:09.459, 0, 36 %, 1737 MiB, 138.71 W
2026/09/23 11:39:09.460, 1, 53 %, 1899 MiB, 122.69 W
2026/09/23 11:39:09.461, 2, 40 %, 1971 MiB, 124.63 W
2026/09/23 11:39:09.462, 3, 61 %, 1899 MiB, 122.93 W
2026/09/23 11:39:19.465, 0, 91 %, 1737 MiB, 143.44 W
2026/09/23 11:39:19.466, 1, 87 %, 1739 MiB, 134.97 W
2026/09/23 11:39:19.467, 2, 90 %, 1775 MiB, 139.38 W
2026/09/23 11:39:19.468, 3, 93 %, 1739 MiB, 140.55 W
2026/09/23 11:39:29.471, 0, 91 %, 1739 MiB, 149.14 W
2026/09/23 11:39:29.472, 1, 90 %, 1739 MiB, 135.90 W
2026/09/23 11:39:29.473, 2, 91 %, 1775 MiB, 136.04 W
2026/09/23 11:39:29.474, 3, 93 %, 1741 MiB, 133.84 W
2026/09/23 11:39:39.477, 0, 91 %, 1897 MiB, 137.62 W
2026/09/23 11:39:39.478, 1, 90 %, 1899 MiB, 124.47 W
2026/09/23 11:39:39.479, 2, 90 %, 1775 MiB, 128.85 W
2026/09/23 11:39:39.480, 3, 93 %, 1901 MiB, 117.85 W
2026/09/23 11:39:49.483, 0, 91 %, 1739 MiB, 149.53 W
2026/09/23 11:39:49.484, 1, 89 %, 1739 MiB, 142.48 W
2026/09/23 11:39:49.486, 2, 91 %, 1775 MiB, 144.11 W
2026/09/23 11:39:49.487, 3, 93 %, 1741 MiB, 144.79 W
2026/09/23 11:39:59.490, 0, 0 %, 1755 MiB, 82.16 W
2026/09/23 11:39:59.491, 1, 31 %, 1755 MiB, 76.24 W
2026/09/23 11:39:59.492, 2, 2 %, 1791 MiB, 77.89 W
2026/09/23 11:39:59.493, 3, 12 %, 1757 MiB, 77.79 W
2026/09/23 11:40:09.496, 0, 91 %, 1737 MiB, 134.45 W
2026/09/23 11:40:09.497, 1, 88 %, 1739 MiB, 115.61 W
2026/09/23 11:40:09.499, 2, 90 %, 1775 MiB, 118.90 W
2026/09/23 11:40:09.500, 3, 93 %, 1739 MiB, 115.28 W
2026/09/23 11:40:19.503, 0, 91 %, 1737 MiB, 133.97 W
2026/09/23 11:40:19.504, 1, 86 %, 1739 MiB, 119.31 W
2026/09/23 11:40:19.505, 2, 90 %, 1775 MiB, 120.35 W
2026/09/23 11:40:19.506, 3, 93 %, 1739 MiB, 120.60 W
2026/09/23 11:40:29.509, 0, 67 %, 1739 MiB, 139.97 W
2026/09/23 11:40:29.510, 1, 46 %, 1739 MiB, 134.01 W
2026/09/23 11:40:29.511, 2, 60 %, 1775 MiB, 136.38 W
2026/09/23 11:40:29.512, 3, 37 %, 1741 MiB, 139.49 W
2026/09/23 11:40:39.514, 0, 92 %, 1739 MiB, 138.71 W
2026/09/23 11:40:39.515, 1, 87 %, 1739 MiB, 130.81 W
2026/09/23 11:40:39.516, 2, 90 %, 1775 MiB, 134.15 W
2026/09/23 11:40:39.517, 3, 93 %, 1741 MiB, 138.13 W
2026/09/23 11:40:49.520, 0, 90 %, 1737 MiB, 135.02 W
2026/09/23 11:40:49.521, 1, 87 %, 1739 MiB, 120.28 W
2026/09/23 11:40:49.522, 2, 90 %, 1775 MiB, 119.71 W
2026/09/23 11:40:49.523, 3, 94 %, 1739 MiB, 119.63 W
2026/09/23 11:40:59.525, 0, 91 %, 1737 MiB, 131.46 W
2026/09/23 11:40:59.526, 1, 77 %, 1739 MiB, 120.36 W
2026/09/23 11:40:59.527, 2, 89 %, 1775 MiB, 119.38 W
2026/09/23 11:40:59.528, 3, 65 %, 1739 MiB, 115.28 W
2026/09/23 11:41:09.532, 0, 91 %, 1739 MiB, 142.96 W
2026/09/23 11:41:09.533, 1, 87 %, 1739 MiB, 129.27 W
2026/09/23 11:41:09.535, 2, 90 %, 1775 MiB, 130.76 W
2026/09/23 11:41:09.536, 3, 93 %, 1741 MiB, 131.15 W
2026/09/23 11:41:19.539, 0, 90 %, 1739 MiB, 141.90 W
2026/09/23 11:41:19.540, 1, 87 %, 1739 MiB, 134.49 W
2026/09/23 11:41:19.541, 2, 90 %, 1775 MiB, 138.89 W
2026/09/23 11:41:19.543, 3, 93 %, 1741 MiB, 140.55 W
2026/09/23 11:41:29.545, 0, 63 %, 1737 MiB, 139.10 W
2026/09/23 11:41:29.546, 1, 55 %, 1739 MiB, 128.31 W
2026/09/23 11:41:29.547, 2, 66 %, 1971 MiB, 128.82 W
2026/09/23 11:41:29.549, 3, 40 %, 1899 MiB, 127.69 W
2026/09/23 11:41:39.551, 0, 91 %, 1737 MiB, 137.65 W
2026/09/23 11:41:39.552, 1, 87 %, 1739 MiB, 132.08 W
2026/09/23 11:41:39.554, 2, 90 %, 1775 MiB, 135.51 W
2026/09/23 11:41:39.555, 3, 93 %, 1739 MiB, 138.62 W
2026/09/23 11:41:49.558, 0, 91 %, 1897 MiB, 133.09 W
2026/09/23 11:41:49.559, 1, 88 %, 1899 MiB, 120.76 W
2026/09/23 11:41:49.560, 2, 89 %, 1775 MiB, 123.18 W
2026/09/23 11:41:49.561, 3, 93 %, 1901 MiB, 119.15 W
2026/09/23 11:41:59.564, 0, 92 %, 1739 MiB, 138.13 W
2026/09/23 11:41:59.565, 1, 87 %, 1739 MiB, 127.83 W
2026/09/23 11:41:59.566, 2, 91 %, 1775 MiB, 133.66 W
2026/09/23 11:41:59.567, 3, 93 %, 1901 MiB, 132.43 W
2026/09/23 11:42:09.570, 0, 91 %, 1737 MiB, 140.16 W
2026/09/23 11:42:09.571, 1, 87 %, 1739 MiB, 133.61 W
2026/09/23 11:42:09.572, 2, 91 %, 1775 MiB, 136.96 W
2026/09/23 11:42:09.573, 3, 93 %, 1739 MiB, 138.04 W
2026/09/23 11:42:19.576, 0, 90 %, 1737 MiB, 136.87 W
2026/09/23 11:42:19.577, 1, 88 %, 1739 MiB, 128.71 W
2026/09/23 11:42:19.578, 2, 90 %, 1775 MiB, 131.64 W
2026/09/23 11:42:19.579, 3, 92 %, 1739 MiB, 136.20 W
2026/09/23 11:42:29.581, 0, 91 %, 1739 MiB, 138.62 W
2026/09/23 11:42:29.582, 1, 88 %, 1739 MiB, 128.79 W
2026/09/23 11:42:29.583, 2, 90 %, 1971 MiB, 128.82 W
2026/09/23 11:42:29.585, 3, 93 %, 1901 MiB, 128.65 W
2026/09/23 11:42:39.587, 0, 91 %, 1739 MiB, 81.73 W
2026/09/23 11:42:39.588, 1, 87 %, 1739 MiB, 75.80 W
2026/09/23 11:42:39.589, 2, 86 %, 1775 MiB, 77.46 W
2026/09/23 11:42:39.590, 3, 70 %, 1741 MiB, 77.36 W
2026/09/23 11:42:49.593, 0, 91 %, 1739 MiB, 132.43 W
2026/09/23 11:42:49.594, 1, 87 %, 1739 MiB, 125.90 W
2026/09/23 11:42:49.595, 2, 90 %, 1775 MiB, 129.31 W
2026/09/23 11:42:49.596, 3, 92 %, 1741 MiB, 132.34 W
2026/09/23 11:42:59.598, 0, 91 %, 1737 MiB, 131.95 W
2026/09/23 11:42:59.600, 1, 87 %, 1739 MiB, 122.05 W
2026/09/23 11:42:59.601, 2, 90 %, 1775 MiB, 127.86 W
2026/09/23 11:42:59.602, 3, 93 %, 1739 MiB, 131.38 W
2026/09/23 11:43:09.604, 0, 91 %, 1737 MiB, 134.84 W
2026/09/23 11:43:09.605, 1, 88 %, 1739 MiB, 127.26 W
2026/09/23 11:43:09.606, 2, 66 %, 1775 MiB, 134.63 W
2026/09/23 11:43:09.608, 3, 86 %, 1739 MiB, 137.26 W
2026/09/23 11:43:19.611, 0, 92 %, 1739 MiB, 148.27 W
2026/09/23 11:43:19.612, 1, 90 %, 1739 MiB, 129.76 W
2026/09/23 11:43:19.613, 2, 90 %, 1775 MiB, 129.88 W
2026/09/23 11:43:19.614, 3, 93 %, 1741 MiB, 132.03 W
2026/09/23 11:43:29.617, 0, 92 %, 1739 MiB, 82.70 W
2026/09/23 11:43:29.618, 1, 89 %, 1739 MiB, 76.77 W
2026/09/23 11:43:29.619, 2, 86 %, 1775 MiB, 77.95 W
2026/09/23 11:43:29.620, 3, 72 %, 1741 MiB, 78.33 W
2026/09/23 11:43:39.622, 0, 91 %, 1739 MiB, 147.20 W
2026/09/23 11:43:39.623, 1, 90 %, 1739 MiB, 141.13 W
2026/09/23 11:43:39.625, 2, 92 %, 1775 MiB, 143.15 W
2026/09/23 11:43:39.626, 3, 93 %, 1741 MiB, 145.27 W
2026/09/23 11:43:49.629, 0, 91 %, 1895 MiB, 132.52 W
2026/09/23 11:43:49.630, 1, 88 %, 1739 MiB, 120.36 W
2026/09/23 11:43:49.631, 2, 90 %, 1775 MiB, 119.30 W
2026/09/23 11:43:49.632, 3, 93 %, 1739 MiB, 116.32 W
2026/09/23 11:43:59.636, 0, 91 %, 1737 MiB, 136.68 W
2026/09/23 11:43:59.637, 1, 87 %, 1739 MiB, 128.79 W
2026/09/23 11:43:59.638, 2, 91 %, 1775 MiB, 135.60 W
2026/09/23 11:43:59.639, 3, 93 %, 1739 MiB, 135.63 W
2026/09/23 11:44:09.641, 0, 91 %, 1897 MiB, 136.29 W
2026/09/23 11:44:09.642, 1, 88 %, 1899 MiB, 121.32 W
2026/09/23 11:44:09.644, 2, 90 %, 1775 MiB, 120.35 W
2026/09/23 11:44:09.645, 3, 93 %, 1741 MiB, 119.07 W
2026/09/23 11:44:19.647, 0, 91 %, 1739 MiB, 135.90 W
2026/09/23 11:44:19.648, 1, 88 %, 1739 MiB, 129.36 W
2026/09/23 11:44:19.649, 2, 90 %, 1775 MiB, 132.12 W
2026/09/23 11:44:19.650, 3, 93 %, 1741 MiB, 133.79 W
2026/09/23 11:44:29.653, 0, 92 %, 1737 MiB, 132.52 W
2026/09/23 11:44:29.654, 1, 88 %, 1739 MiB, 119.39 W
2026/09/23 11:44:29.655, 2, 89 %, 1775 MiB, 116.96 W
2026/09/23 11:44:29.657, 3, 93 %, 1739 MiB, 115.83 W
2026/09/23 11:44:39.660, 0, 65 %, 1737 MiB, 141.51 W
2026/09/23 11:44:39.661, 1, 45 %, 1739 MiB, 126.95 W
2026/09/23 11:44:39.662, 2, 58 %, 1775 MiB, 127.94 W
2026/09/23 11:44:39.663, 3, 43 %, 1739 MiB, 127.69 W
2026/09/23 11:44:49.665, 0, 91 %, 1739 MiB, 142.96 W
2026/09/23 11:44:49.666, 1, 87 %, 1739 MiB, 134.97 W
2026/09/23 11:44:49.667, 2, 90 %, 1775 MiB, 137.83 W
2026/09/23 11:44:49.668, 3, 93 %, 1741 MiB, 139.97 W
2026/09/23 11:44:59.671, 0, 91 %, 1739 MiB, 141.51 W
2026/09/23 11:44:59.672, 1, 87 %, 1739 MiB, 132.56 W
2026/09/23 11:44:59.673, 2, 90 %, 1775 MiB, 137.92 W
2026/09/23 11:44:59.674, 3, 93 %, 1741 MiB, 139.49 W
2026/09/23 11:45:09.676, 0, 53 %, 1737 MiB, 142.38 W
2026/09/23 11:45:09.677, 1, 86 %, 1739 MiB, 135.84 W
2026/09/23 11:45:09.678, 2, 48 %, 1775 MiB, 138.32 W
2026/09/23 11:45:09.679, 3, 81 %, 1739 MiB, 137.74 W
2026/09/23 11:45:19.682, 0, 91 %, 1895 MiB, 134.54 W
2026/09/23 11:45:19.684, 1, 88 %, 1899 MiB, 118.91 W
2026/09/23 11:45:19.685, 2, 90 %, 1775 MiB, 120.84 W
2026/09/23 11:45:19.686, 3, 93 %, 1899 MiB, 116.73 W
2026/09/23 11:45:29.689, 0, 90 %, 1739 MiB, 139.67 W
2026/09/23 11:45:29.690, 1, 87 %, 1739 MiB, 132.08 W
2026/09/23 11:45:29.691, 2, 89 %, 1775 MiB, 135.02 W
2026/09/23 11:45:29.692, 3, 92 %, 1741 MiB, 138.13 W
2026/09/23 11:45:39.694, 0, 91 %, 1739 MiB, 141.60 W
2026/09/23 11:45:39.695, 1, 87 %, 1739 MiB, 134.97 W
2026/09/23 11:45:39.696, 2, 91 %, 1775 MiB, 136.96 W
2026/09/23 11:45:39.697, 3, 93 %, 1741 MiB, 139.58 W
2026/09/23 11:45:49.700, 0, 63 %, 1755 MiB, 81.73 W
2026/09/23 11:45:49.701, 1, 43 %, 1755 MiB, 75.80 W
2026/09/23 11:45:49.702, 2, 31 %, 1791 MiB, 77.95 W
2026/09/23 11:45:49.703, 3, 36 %, 1757 MiB, 77.84 W
2026/09/23 11:45:59.706, 0, 90 %, 1737 MiB, 138.71 W
2026/09/23 11:45:59.707, 1, 86 %, 1739 MiB, 126.38 W
2026/09/23 11:45:59.708, 2, 89 %, 1971 MiB, 128.82 W
2026/09/23 11:45:59.709, 3, 93 %, 1899 MiB, 128.65 W
2026/09/23 11:46:09.712, 0, 90 %, 1737 MiB, 135.42 W
2026/09/23 11:46:09.713, 1, 87 %, 1739 MiB, 126.86 W
2026/09/23 11:46:09.714, 2, 90 %, 1775 MiB, 132.60 W
2026/09/23 11:46:09.715, 3, 93 %, 1739 MiB, 134.76 W
2026/09/23 11:46:19.718, 0, 51 %, 1739 MiB, 141.90 W
2026/09/23 11:46:19.719, 1, 35 %, 1739 MiB, 135.45 W
2026/09/23 11:46:19.720, 2, 50 %, 1775 MiB, 136.87 W
2026/09/23 11:46:19.721, 3, 42 %, 1741 MiB, 141.03 W
2026/09/23 11:46:29.724, 0, 90 %, 1739 MiB, 141.03 W
2026/09/23 11:46:29.725, 1, 87 %, 1739 MiB, 125.50 W
2026/09/23 11:46:29.726, 2, 90 %, 1775 MiB, 125.03 W
2026/09/23 11:46:29.727, 3, 93 %, 1741 MiB, 127.77 W
2026/09/23 11:46:39.729, 0, 91 %, 1737 MiB, 143.44 W
2026/09/23 11:46:39.730, 1, 87 %, 1739 MiB, 135.45 W
