timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/09/24 14:49:57.666, 0, 0 %, 0 %, 116 MiB, 85.20 W
2026/09/24 14:49:58.667, 0, 0 %, 0 %, 120 MiB, 85.24 W
2026/09/24 14:49:59.667, 0, 0 %, 0 %, 669 MiB, 114.28 W
2026/09/24 14:50:00.668, 0, 22 %, 0 %, 981 MiB, 130.92 W
2026/09/24 14:50:01.668, 0, 25 %, 1 %, 1981 MiB, 132.71 W
2026/09/24 14:50:02.668, 0, 25 %, 1 %, 1795 MiB, 133.98 W
2026/09/24 14:50:03.668, 0, 34 %, 1 %, 2257 MiB, 134.03 W
2026/09/24 14:50:04.668, 0, 22 %, 1 %, 4501 MiB, 134.40 W
2026/09/24 14:50:05.669, 0, 0 %, 0 %, 5277 MiB, 134.18 W
2026/09/24 14:50:06.669, 0, 12 %, 0 %, 3381 MiB, 132.55 W
2026/09/24 14:50:07.669, 0, 43 %, 1 %, 3921 MiB, 135.77 W
2026/09/24 14:50:08.669, 0, 15 %, 1 %, 4233 MiB, 132.24 W
2026/09/24 14:50:09.669, 0, 0 %, 0 %, 8729 MiB, 132.92 W
2026/09/24 14:50:10.669, 0, 5 %, 0 %, 9521 MiB, 134.69 W
2026/09/24 14:50:11.670, 0, 0 %, 0 %, 10393 MiB, 132.40 W
2026/09/24 14:50:12.670, 0, 0 %, 0 %, 5825 MiB, 132.12 W
2026/09/24 14:50:13.670, 0, 9 %, 0 %, 6329 MiB, 135.50 W
2026/09/24 14:50:14.670, 0, 38 %, 0 %, 6881 MiB, 134.86 W
2026/09/24 14:50:15.670, 0, 51 %, 2 %, 13569 MiB, 134.23 W
2026/09/24 14:50:16.671, 0, 0 %, 0 %, 7489 MiB, 131.55 W
2026/09/24 14:50:17.671, 0, 36 %, 0 %, 8157 MiB, 136.43 W
2026/09/24 14:50:18.671, 0, 40 %, 1 %, 16249 MiB, 131.32 W
2026/09/24 14:50:19.671, 0, 40 %, 1 %, 8893 MiB, 136.88 W
2026/09/24 14:50:20.671, 0, 54 %, 3 %, 17795 MiB, 135.68 W
2026/09/24 14:50:21.671, 0, 4 %, 0 %, 9703 MiB, 132.86 W
2026/09/24 14:50:22.672, 0, 56 %, 1 %, 19495 MiB, 134.35 W
2026/09/24 14:50:23.672, 0, 55 %, 1 %, 10593 MiB, 133.14 W
2026/09/24 14:50:24.672, 0, 29 %, 0 %, 10593 MiB, 131.09 W
2026/09/24 14:50:25.672, 0, 47 %, 1 %, 11571 MiB, 135.85 W
2026/09/24 14:50:26.672, 0, 0 %, 0 %, 11571 MiB, 130.73 W
2026/09/24 14:50:27.672, 0, 35 %, 0 %, 23417 MiB, 137.73 W
2026/09/24 14:50:28.673, 0, 2 %, 0 %, 12819 MiB, 132.95 W
2026/09/24 14:50:29.673, 0, 0 %, 0 %, 13127 MiB, 132.28 W
2026/09/24 14:50:30.673, 0, 98 %, 20 %, 17933 MiB, 221.96 W
2026/09/24 14:50:31.673, 0, 99 %, 21 %, 17933 MiB, 348.63 W
2026/09/24 14:50:32.673, 0, 99 %, 21 %, 17933 MiB, 357.39 W
2026/09/24 14:50:33.673, 0, 99 %, 21 %, 17933 MiB, 361.07 W
2026/09/24 14:50:34.674, 0, 99 %, 22 %, 17933 MiB, 363.56 W
2026/09/24 14:50:35.674, 0, 99 %, 21 %, 17933 MiB, 364.94 W
2026/09/24 14:50:36.674, 0, 99 %, 21 %, 17933 MiB, 368.60 W
2026/09/24 14:50:37.674, 0, 99 %, 22 %, 17933 MiB, 367.51 W
2026/09/24 14:50:38.675, 0, 99 %, 21 %, 17933 MiB, 369.76 W
2026/09/24 14:50:39.675, 0, 99 %, 21 %, 17933 MiB, 370.24 W
2026/09/24 14:50:40.676, 0, 99 %, 22 %, 17933 MiB, 372.25 W
2026/09/24 14:50:41.676, 0, 99 %, 21 %, 17933 MiB, 371.34 W
2026/09/24 14:50:42.676, 0, 99 %, 21 %, 17933 MiB, 371.30 W
2026/09/24 14:50:43.676, 0, 99 %, 23 %, 17933 MiB, 370.57 W
2026/09/24 14:50:44.676, 0, 99 %, 22 %, 17933 MiB, 370.92 W
2026/09/24 14:50:45.677, 0, 99 %, 21 %, 17933 MiB, 373.61 W
2026/09/24 14:50:46.677, 0, 99 %, 21 %, 17933 MiB, 372.19 W
2026/09/24 14:50:47.677, 0, 99 %, 21 %, 17933 MiB, 372.14 W
2026/09/24 14:50:48.677, 0, 99 %, 21 %, 17933 MiB, 372.51 W
2026/09/24 14:50:49.677, 0, 99 %, 21 %, 17933 MiB, 370.55 W
2026/09/24 14:50:50.677, 0, 99 %, 21 %, 17933 MiB, 373.81 W
2026/09/24 14:50:51.678, 0, 99 %, 21 %, 17933 MiB, 373.50 W
2026/09/24 14:50:52.678, 0, 99 %, 22 %, 17933 MiB, 372.93 W
2026/09/24 14:50:53.678, 0, 99 %, 23 %, 17933 MiB, 371.73 W
